#{"t_start": 1774356949.395097, "env_id": "None"}
r,l,t
-0.988338,10,646.86836
-0.992418,6,648.488001
-0.993689,6,650.136156
-1.0,1,650.401706
-1.0,1,650.675057
-0.998181,4,651.768014
-0.992328,9,654.195448
-0.998272,4,655.276245
-0.998129,3,656.095159
-0.997701,3,656.881754
-0.99841,2,657.4402
-0.999019,2,657.990623
-0.998998,2,658.530392
-0.998469,2,659.092499
-0.990469,8,661.258956
-0.994261,5,662.565025
-0.995275,4,663.65055
-0.998998,2,664.215522
-1.0,1,664.479126
-0.995647,7,666.33077
-0.989358,10,669.004415
-1.0,1,669.286309
-0.997773,4,670.368269
-0.996698,5,671.716707
-1.0,1,671.998651
-0.972695,24,678.374189
-0.998402,2,678.906258
-0.997133,3,679.713794
-0.995343,5,681.049839
-0.995702,5,682.404839
-0.978473,19,687.579252
-0.995152,5,688.936668
-0.998609,2,689.505231
-0.993423,6,691.110816
-0.988773,10,693.789802
-0.999025,2,694.330815
-0.998587,2,694.873415
-0.998594,2,695.422662
-0.994068,7,697.2642
-0.99701,4,698.357478
-0.998899,2,698.896629
-0.995813,4,699.97916
-1.0,1,700.24226
-1.0,1,700.532625
-0.998606,4,701.600875
-0.993994,6,703.222269
-0.988702,11,706.186776
-0.997742,4,707.266284
-0.997117,3,708.107693
-1.0,1,708.389851
-0.997035,3,709.240722
-0.998895,3,710.036205
-0.99579,4,711.164148
-0.998111,4,712.263755
-0.998601,2,712.807942
-0.993307,6,714.432143
-1.0,1,714.712504
-0.998826,2,715.267961
-1.0,1,715.545921
-0.997366,3,716.35269
-0.998998,4,717.45087
-0.99787,4,718.531921
-0.994324,14,722.285302
-0.998801,3,723.09288
-0.995349,5,724.42909
-0.998486,2,724.964359
-0.991364,8,727.167152
-0.98305,15,731.178549
-0.998505,2,731.75233
-0.997623,3,732.551974
-0.99779,3,733.348839
-0.995521,4,734.446085
-0.991853,7,736.306214
-0.997451,3,737.143908
-0.993305,6,738.739531
-0.997183,4,739.812203
-0.99836,4,740.890802
-1.0,1,741.167795
-0.9958,4,742.241678
-0.990716,8,744.391801
-0.999031,2,744.935164
-1.0,1,745.211486
-0.99712,6,746.811472
-0.994049,6,748.426131
-0.994814,6,750.033385
-1.0,1,750.313674
-0.997785,4,751.392486
-0.992697,6,753.0072
-0.978629,19,758.176219
-0.99497,5,759.539412
-0.99627,4,760.621675
-0.989207,10,763.293402
-0.997436,3,764.105495
-0.998662,10,766.80723
-0.99342,7,768.710854
-0.996689,4,769.788341
-1.0,1,770.064429
-0.989864,8,772.218153
-0.994289,6,773.817991
-1.0,1,774.111094
-0.993595,6,775.708293
-0.99838,2,776.254462
-0.996961,3,777.046388
-0.993424,6,778.669875
-0.99795,4,779.721238
-0.999021,2,780.259493
-0.990606,8,782.389446
-0.996946,3,783.228919
-1.0,1,783.493652
-0.995475,5,784.854984
-1.0,1,785.138889
-0.990516,8,787.301367
-1.0,1,787.566824
-0.989549,10,790.23141
-0.99391,6,791.847038
-0.994581,5,793.195183
-0.997922,3,793.994298
-0.998573,2,794.531562
-0.997715,3,795.329949
-0.999036,2,795.862658
-0.99637,4,796.938839
-0.991493,7,798.815819
-0.998956,2,799.360171
-0.990104,9,801.781099
-1.0,1,802.053962
-0.991806,9,804.446114
-0.998423,2,804.992042
-0.998627,2,805.525499
-0.99902,2,806.081799
-0.998898,2,806.633792
-0.999009,2,807.194178
-0.996748,4,808.246511
-0.990744,8,810.408509
-0.991986,7,812.23436
-0.998534,2,812.798491
-0.997737,4,813.891654
-0.993616,6,815.483284
-0.995835,4,816.574671
-0.998418,2,817.106222
-0.997851,3,817.928876
-0.993266,6,819.540418
-0.995084,5,820.885269
-0.997725,4,821.994566
-0.998423,4,823.084478
-0.994827,6,824.733029
-1.0,1,825.001213
-1.0,1,825.276943
-0.992938,14,829.008337
-1.0,1,829.270618
-0.998413,3,830.078652
-0.992969,6,831.706415
-0.99473,5,833.244478
-0.999047,4,834.469992
-0.99406,6,836.294753
-0.994757,5,837.848253
-0.992859,6,839.629106
-0.997908,4,840.843852
-0.99854,2,841.464314
-1.0,1,841.763086
-0.99775,3,842.611458
-1.0,1,842.875551
-1.0,1,843.165571
-0.99622,4,844.249144
-0.999043,3,845.067058
-0.992145,7,846.973448
-0.998607,3,847.790533
-0.996611,5,849.110535
-0.98762,10,851.789505
-0.997831,3,852.619631
-0.993493,7,854.484718
-1.0,1,854.761093
-0.997031,4,855.850052
-1.0,1,856.131462
-0.995403,6,857.691306
-0.996336,6,859.294516
-0.996131,5,860.680423
-0.995446,5,862.03276
-0.997315,3,862.834346
-0.992911,6,864.431678
-0.998083,3,865.254125
-0.997126,3,866.059777
-0.987854,11,869.04659
-0.995985,4,870.13784
-0.993515,6,871.729249
-0.993557,7,873.628652
-0.996031,4,874.717452
-0.997486,3,875.543311
-0.997296,3,876.345193
-0.998283,4,877.434192
-0.997153,3,878.216858
-0.988407,10,880.879608
-1.0,1,881.173102
-0.999034,2,881.720217
-0.994944,5,883.02579
-0.998406,2,883.555202
-0.998531,2,884.077041
-0.998948,3,884.896272
-0.993401,6,886.515667
-0.999044,2,887.062146
-0.997111,3,887.885865
-0.997076,3,888.690446
-1.0,1,888.956482
-0.994443,7,890.824384
-0.995202,5,892.171988
-0.994361,6,893.750879
-0.996007,4,894.823417
-0.985259,12,898.062443
-0.997161,4,899.098351
-0.998506,3,899.918625
-0.998238,3,900.734342
-0.995599,5,902.08935
-0.99735,4,903.195285
-0.991034,8,905.451225
-1.0,1,905.785136
-0.988469,12,909.043793
-0.992182,7,910.916184
-0.993157,7,912.882377
-0.997565,3,913.716904
-0.99482,5,915.062923
-0.997286,3,915.862787
-1.0,1,916.148952
-0.995619,5,917.730583
-1.0,1,918.032187
-0.992237,7,919.916418
-0.997523,3,920.748884
-1.0,1,921.030636
-0.994613,5,922.38612
-1.0,1,922.682367
-0.997324,4,923.746456
-0.997139,4,924.838431
-0.998442,2,925.387963
-0.988768,9,927.813251
-0.998826,3,928.643665
-0.990588,9,931.033645
-0.998998,2,931.57274
-0.990155,8,933.765466
-0.997643,3,934.566635
-0.997348,3,935.375541
-0.992151,8,937.49948
-1.0,1,937.785018
-0.996219,4,938.861243
-0.992212,7,940.759917
-0.992501,7,942.641456
-1.0,1,942.917911
-1.0,1,943.201225
-1.0,1,943.4646
-0.998629,3,944.281448
-0.99734,4,945.366342
-0.997682,4,946.445072
-1.0,1,946.716086
-0.991192,7,948.60217
-0.994057,5,949.94521
-1.0,1,950.217122
-0.998523,2,950.757212
-0.996586,4,951.841369
-0.985631,12,955.04003
-0.998315,4,956.138533
-1.0,1,956.407523
-0.993486,6,958.013911
-0.998497,3,958.839828
-0.997173,4,959.896506
-0.998482,4,960.971576
-0.998917,2,961.505919
-0.99442,5,962.885538
-0.996117,5,964.265592
-0.996656,4,965.302194
-0.99891,2,965.839369
-0.99836,3,966.681718
-0.99431,5,968.148196
-1.0,1,968.445089
-0.996956,4,969.571804
-0.995693,5,970.964091
-0.997472,3,971.778274
-0.998534,2,972.313365
-0.991207,8,974.463946
-0.999028,20,979.850611
-0.997666,3,980.668023
-0.994929,5,982.008924
-0.998555,2,982.561755
-1.0,1,982.84877
-0.997031,3,983.664986
-1.0,1,983.942314
-0.997732,4,985.026589
-0.992833,6,986.619651
-1.0,1,986.898639
-1.0,1,987.190983
-1.0,1,987.484449
-0.996077,4,988.529478
-0.996179,4,989.64418
-0.992449,7,991.472158
-0.991658,7,993.356613
-0.995896,5,994.704343
-0.996072,4,995.813886
-0.998431,2,996.359093
-0.999039,3,997.164444
-0.998448,2,997.716613
-0.99797,3,998.549679
-1.0,1,998.818519
-0.999047,2,999.35716
-0.997234,4,1000.448612
-0.992938,7,1002.315844
-0.986774,12,1005.532017
-0.994519,5,1006.864886
-0.990141,8,1009.019722
-0.997186,3,1009.837301
-0.993238,6,1011.461402
-0.995062,5,1012.777252
-0.998533,2,1013.315776
-0.997182,3,1014.116449
-0.999022,2,1014.665586
-0.998148,3,1015.477786
-0.997263,4,1016.545737
-0.997376,4,1017.641306
-0.998524,2,1018.181352
-0.996871,5,1019.53735
-1.0,1,1019.811702
-0.990516,8,1021.953573
-0.99581,5,1023.283131
-1.0,1,1023.563846
-0.99848,2,1024.116423
-0.996815,3,1024.914642
-0.997412,3,1025.744529
-0.994718,5,1027.092508
-0.995731,6,1028.711317
-1.0,1,1028.974839
-0.993268,7,1030.886708
-0.99672,4,1031.951267
-0.998449,2,1032.480656
-0.992367,8,1034.964885
-0.99684,3,1035.771578
-1.0,1,1036.063681
-0.999047,2,1036.601744
-1.0,1,1036.888885
-0.998394,2,1037.427146
-0.9988,2,1037.956039
-0.997023,4,1039.024174
-0.998486,2,1039.572646
-0.997311,3,1040.389797
-0.994603,6,1042.039568
-0.998609,2,1042.587441
-0.99489,5,1043.948039
-0.992417,6,1045.56071
-0.998433,2,1046.105793
-0.994649,5,1047.448549
-0.995799,5,1048.793768
-0.989964,9,1051.201046
-0.996483,4,1052.270444
-0.99559,4,1053.369258
-1.0,1,1053.635321
-0.993589,6,1055.247838
-0.997355,3,1056.049335
-0.993741,6,1057.690012
-0.997276,3,1058.500299
-0.990934,7,1060.415907
-0.998446,2,1060.962123
-1.0,1,1061.229931
-0.996646,5,1062.566098
-0.999041,2,1063.131935
-0.991858,7,1065.002096
-0.993873,6,1066.598784
-0.994935,5,1067.951176
-1.0,1,1068.221505
-0.995802,4,1069.330362
-0.998384,2,1069.883262
-0.99018,8,1072.021916
-1.0,1,1072.291247
-0.988377,11,1075.221734
-0.993424,6,1076.85023
-0.9963,5,1078.193275
-0.99742,3,1079.016675
-0.983732,14,1082.742627
-0.99463,5,1084.100813
-0.99655,4,1085.189301
-0.994688,5,1086.523106
-0.994625,5,1087.860468
-0.998082,3,1088.675387
-0.999015,2,1089.20203
-0.99882,2,1089.738271
-0.996388,5,1091.085295
-0.996581,5,1092.425106
-0.998998,2,1092.975229
-1.0,1,1093.241278
-0.994952,5,1094.601288
-0.996388,4,1095.700389
-0.994774,5,1097.066483
-0.994366,5,1098.428774
-0.995499,5,1099.780241
-0.99623,5,1101.117362
-0.993243,6,1102.71979
-0.992131,7,1104.590626
-0.996329,4,1105.71249
-0.998897,3,1106.552955
-0.994449,6,1108.196098
-1.0,1,1108.470177
-0.994703,5,1109.815802
-0.981902,14,1113.543718
-0.990272,8,1115.644975
-0.997441,3,1116.444859
-0.995199,4,1121.119934
-0.996279,5,1122.475366
-0.995637,4,1123.549017
-0.995941,7,1125.459901
-1.0,1,1125.738786
-0.998398,2,1126.307045
-0.998393,2,1126.857576
-1.0,1,1127.120842
-0.998535,2,1127.652589
-0.981987,15,1131.669243
-1.0,1,1131.944034
-0.997102,3,1132.73605
-1.0,1,1133.014967
-0.995519,5,1134.351992
-0.995153,5,1135.711569
-0.993537,7,1137.571247
-0.999036,4,1138.691806
-0.994103,6,1140.262055
-0.998043,3,1141.076252
-0.998665,2,1141.622403
-0.992083,7,1143.495366
-0.998628,8,1145.646231
-0.998999,2,1146.184527
-0.995174,5,1147.522091
-0.998468,2,1148.053662
-0.999047,3,1148.862921
-0.996894,4,1149.932734
-0.998529,3,1150.745693
-0.992403,8,1152.887818
-0.991379,7,1154.761313
-0.996242,4,1155.853777
-0.998517,2,1156.415709
-0.999004,6,1157.994966
-0.996329,5,1159.312481
-0.999047,4,1160.399653
-1.0,1,1160.662529
-1.0,1,1160.951626
-0.998995,2,1161.48089
-0.99763,3,1162.297287
-0.988832,11,1165.23122
-1.0,1,1165.514591
-0.99901,2,1166.071674
-0.995335,4,1167.148472
-0.997773,3,1167.953173
-1.0,1,1168.218668
-0.992818,8,1170.348586
-0.997213,4,1171.447994
-1.0,1,1171.720325
-0.994667,6,1173.338542
-0.995523,5,1174.670452
-0.996848,6,1176.277992
-0.998466,2,1176.818655
-0.999035,4,1177.903667
-0.986992,11,1180.870843
-0.993895,7,1182.722631
-1.0,1,1182.993768
-0.989769,8,1185.109148
-0.995847,4,1186.176376
-0.996572,4,1187.26286
-0.996567,4,1188.351662
-0.995143,6,1189.938748
-1.0,1,1190.218704
-0.995283,5,1191.55572
-0.993939,5,1192.932564
-0.998987,2,1193.483061
-0.997112,4,1194.563061
-0.998854,3,1195.388602
-0.998488,2,1195.921934
-0.99731,4,1197.012356
-1.0,1,1197.29608
-0.983921,15,1201.345397
-1.0,1,1201.616364
-0.993463,6,1203.243332
-1.0,1,1203.515281
-0.999001,2,1204.065859
-0.988016,10,1207.057719
-0.993515,7,1208.921048
-0.98652,11,1211.934185
-0.998721,3,1212.74775
-0.998998,3,1213.546063
-0.992338,8,1215.6951
-0.998515,2,1216.234181
-0.993229,6,1217.839169
-0.986753,12,1221.091431
-0.997365,3,1221.917761
-1.0,1,1222.18187
-0.989707,10,1224.852174
-0.999013,3,1225.692248
-0.995897,4,1226.79401
-1.0,1,1227.072266
-0.997336,3,1227.885162
-0.995102,5,1229.233381
-0.993345,6,1230.840793
-0.995956,4,1231.913197
-0.994626,6,1233.536122
-0.995663,5,1234.84344
-0.995703,5,1236.225208
-1.0,1,1236.499452
-0.991938,8,1238.647527
-0.991512,8,1240.805819
-0.99625,5,1242.140352
-0.99444,5,1243.489883
-0.987007,10,1246.204903
-0.997058,3,1247.018574
-0.992107,8,1249.148663
-0.993726,6,1250.765865
-0.997123,4,1251.858581
-0.991071,9,1254.260158
-0.994809,6,1255.864949
-1.0,1,1256.147179
-0.998212,4,1257.237748
-0.998754,3,1258.033474
-0.997002,3,1258.847764
-0.994013,6,1260.450203
-0.989077,10,1263.088765
-0.985012,12,1266.256361
-1.0,1,1266.540914
-0.998454,3,1267.377436
-0.997439,3,1268.171388
-0.994601,6,1269.805604
-0.998037,4,1270.900448
-1.0,1,1271.168069
-0.994717,5,1272.503738
-1.0,1,1272.775506
-0.992888,7,1274.647951
-0.995035,5,1276.047277
-0.998503,2,1276.583036
-0.995316,5,1277.917068
-0.997803,4,1279.010303
-0.986409,13,1282.458291
-0.997981,4,1283.552135
-0.99743,3,1284.375436
-0.998504,2,1284.926739
-0.996318,4,1286.00802
-0.986796,10,1288.652998
-0.989629,9,1291.03882
-0.99659,4,1292.124078
