#{"t_start": 1774356949.408279, "env_id": "None"}
r,l,t
-0.991332,7,312.207056
-0.995469,5,313.578115
-0.998833,2,314.120566
-0.991525,8,316.282001
-1.0,1,316.547819
-0.997152,3,317.352915
-0.998568,2,317.890841
-0.992872,7,319.787288
-0.99623,4,320.874598
-0.999014,2,321.42598
-0.988449,9,323.809554
-0.996153,5,325.160166
-0.993265,7,327.020956
-0.994243,6,328.634396
-0.998505,2,329.203443
-0.993486,7,331.074944
-1.0,1,331.369133
-1.0,1,331.655124
-0.995367,4,332.740323
-0.991488,10,335.400348
-0.994979,5,336.759969
-0.999014,2,337.285084
-0.998182,3,338.115764
-0.998539,2,338.649369
-0.998399,2,339.189852
-0.993748,6,340.794276
-0.993792,6,342.400112
-0.998063,3,343.211462
-0.993755,6,344.842277
-0.991755,8,346.992612
-0.996556,5,348.346787
-0.993687,5,349.705709
-0.997778,4,350.800306
-0.997752,4,351.886049
-0.9947,5,353.241972
-0.997855,4,354.322515
-0.997483,5,355.655737
-0.999039,2,356.194233
-0.993211,6,357.793347
-0.998154,3,358.613863
-0.998963,2,359.188453
-0.997487,4,360.269236
-0.999014,2,360.824625
-0.993015,6,362.436364
-0.999047,3,363.2161
-0.996399,4,364.317204
-0.997852,3,365.133132
-0.993923,6,366.721758
-0.997937,3,367.521964
-0.997807,3,368.326472
-0.994008,6,369.910932
-0.99725,4,371.015374
-0.998645,2,371.549708
-1.0,1,371.814756
-0.998181,3,372.789375
-0.986321,12,375.975843
-0.998569,2,376.537863
-0.99128,8,378.665293
-0.999016,2,379.193393
-0.996747,5,380.509262
-0.99901,2,381.03416
-0.99706,3,381.864132
-1.0,1,382.126919
-0.997534,3,382.923806
-0.997654,3,383.735651
-0.995241,4,384.81849
-0.993116,7,386.720986
-0.999012,4,387.788401
-1.0,1,388.065453
-0.994325,5,389.402478
-0.998607,2,389.943024
-0.989423,8,392.064476
-0.992719,7,393.910202
-0.994124,6,395.527135
-0.999001,2,396.073053
-0.997911,3,396.895401
-1.0,1,397.154995
-0.997363,3,398.006305
-0.997449,3,398.847911
-0.998547,2,399.396522
-0.997317,3,400.224226
-0.991173,8,402.367237
-0.99903,4,403.457136
-0.996654,4,404.53024
-0.996584,4,405.632529
-0.996946,3,406.466183
-0.999033,2,407.007147
-0.983212,12,410.219484
-0.988389,9,412.591876
-0.998583,2,413.145972
-0.986986,12,416.339704
-0.997521,4,417.421025
-0.996111,5,418.810269
-1.0,1,419.073067
-0.999031,3,419.900561
-0.998311,4,420.967338
-0.996728,4,422.04194
-0.997189,3,422.851881
-0.99097,7,424.735084
-0.995694,5,426.076919
-0.987962,10,428.782804
-0.992578,6,430.398566
-0.99427,6,432.017556
-1.0,1,432.311735
-0.99887,2,432.831445
-0.996199,4,434.116123
-0.998008,3,435.075938
-1.0,1,435.356701
-0.997739,3,436.174111
-0.991889,6,437.795796
-0.996609,5,439.137838
-0.998465,4,440.231941
-0.992668,8,442.439638
-1.0,1,442.734116
-0.998509,2,443.257775
-0.997456,4,444.360367
-0.989845,9,446.79106
-0.999026,2,447.323767
-0.998999,3,448.117942
-0.993944,6,449.738486
-0.993161,7,451.613244
-0.998416,3,452.446164
-0.99556,5,453.767624
-0.988358,9,456.230881
-0.996926,3,457.030119
-0.995851,4,458.112808
-0.997206,3,458.932434
-0.996852,3,459.728333
-0.997086,3,460.547813
-0.990577,7,462.400345
-0.998432,2,462.93636
-0.991352,8,465.086721
-0.997501,3,465.878822
-0.990827,8,468.021026
-1.0,1,468.289576
-0.998645,2,468.827594
-0.997697,3,469.635089
-0.993642,5,471.014717
-0.987051,12,474.223236
-0.997058,4,475.306622
-0.991074,8,477.414116
-0.996941,4,478.503179
-1.0,1,478.771184
-0.998385,2,479.327837
-0.991543,8,481.470858
-0.990958,9,483.881182
-0.995325,5,485.217046
-0.98938,9,487.667098
-0.993372,6,489.25948
-0.997416,3,490.095769
-0.996145,4,491.194583
-0.99903,3,491.988957
-0.997185,4,493.084763
-0.995777,6,494.694185
-0.992531,6,496.268317
-0.996112,6,497.875392
-1.0,1,498.183439
-0.99186,7,500.069048
-0.994482,6,501.688548
-0.996049,4,502.775321
-0.997097,3,503.600177
-0.996822,5,504.909404
-0.996693,4,505.985134
-0.993529,7,507.858299
-0.993614,7,509.735734
-0.997092,6,511.375797
-1.0,1,511.655226
-0.995963,4,512.745974
-0.995393,4,513.84697
-0.990775,10,516.556748
-0.998281,4,517.622942
-0.996536,4,518.708498
-0.996625,6,520.32507
-0.998731,3,521.118068
-0.996378,4,522.146648
-0.998998,2,522.696272
-0.996978,4,523.776253
-0.989892,8,525.895754
-0.999019,2,526.456803
-0.996321,4,527.510359
-0.991178,9,529.904834
-0.999018,2,530.458762
-0.997546,4,531.543482
-0.995397,4,532.605443
-0.990052,10,535.290221
-0.998621,2,535.827687
-1.0,1,536.117498
-0.994183,6,537.723012
-0.995727,4,538.823712
-0.994974,5,540.175764
-0.999006,2,540.716322
-0.995106,5,542.076913
-0.997823,4,543.165999
-1.0,1,543.43808
-1.0,1,543.702122
-0.995267,6,545.308851
-0.99421,5,546.66427
-0.99857,2,547.197225
-0.994785,6,548.808476
-0.997826,3,549.607955
-1.0,1,549.888709
-0.995864,4,550.965714
-0.994531,5,552.299712
-1.0,1,552.571114
-1.0,1,552.844551
-0.996997,3,553.659379
-0.998514,2,554.193299
-0.998645,3,555.020008
-0.999013,2,555.567562
-0.992622,7,557.419563
-0.992565,9,559.830804
-0.994949,5,561.168619
-0.996262,4,562.256385
-0.994175,6,563.882509
-1.0,1,564.157162
-0.993835,6,565.766924
-0.996876,3,566.564041
-0.994748,5,567.88901
-0.986647,11,570.819185
-0.999047,2,571.389316
-1.0,1,571.667597
-1.0,1,571.932646
-0.998444,2,572.472225
-0.998543,2,573.00448
-0.994807,7,574.937622
-0.994451,5,576.289703
-0.996839,3,577.100402
-0.994737,7,578.965154
-0.999009,2,579.494504
-0.998589,2,580.039389
-0.981212,19,585.128788
-0.998452,2,585.692477
-0.992903,7,587.565763
-0.996838,4,588.662338
-1.0,1,588.929988
-0.993663,5,590.305186
-0.997435,4,591.40732
-0.992335,7,593.340616
-0.995033,5,594.691424
-0.9915,8,596.884621
-0.993647,6,598.494396
-0.996528,5,599.84015
-0.998425,2,600.377019
-1.0,1,600.659724
-0.988003,9,603.085825
-0.997309,3,603.898081
-0.999028,2,604.442214
-0.997223,3,605.263263
-0.999047,4,606.354912
-0.999039,2,606.899406
-0.998359,3,607.711701
-0.996264,4,608.799148
-0.998448,2,609.331271
-0.994735,6,610.936172
-1.0,1,611.214831
-0.998395,2,611.772455
-0.994449,11,614.666239
-0.991661,9,617.073978
-0.997683,7,618.902822
-0.99863,3,619.731701
-0.995718,4,620.792919
-1.0,1,621.077043
-0.996767,4,622.162772
-0.991818,7,624.032843
-0.996127,4,625.112374
-0.998307,3,625.894718
-0.994056,7,627.810388
-0.992543,6,629.40874
-1.0,1,629.690273
-1.0,1,629.967493
-0.99716,4,631.038068
-0.997287,4,632.091583
-0.997918,3,632.903872
-0.986352,11,635.887709
-0.998022,3,636.692553
-0.9957,5,638.07976
-0.995442,4,639.138774
-0.998045,3,639.991485
-0.993767,7,641.832021
-0.998392,2,642.40153
-0.990695,9,644.786494
-0.999042,2,645.34055
-0.993321,6,646.927801
-0.995779,4,647.99659
-0.997764,3,648.827865
-0.996926,3,649.631555
-1.0,1,649.906384
-0.997785,3,650.741391
-1.0,1,651.018141
-0.996988,3,651.833569
-0.997063,3,652.656074
-1.0,1,652.922608
-0.997577,4,653.982188
-0.99663,4,655.041814
-0.989639,8,657.210698
-1.0,1,657.503777
-0.99565,5,658.878775
-1.0,1,659.15432
-0.998909,4,660.236624
-0.993439,7,662.087852
-0.995249,6,663.710351
-1.0,1,663.987694
-0.993059,6,665.588314
-0.995335,5,666.938021
-1.0,1,667.204986
-0.997428,3,668.002084
-1.0,1,668.274141
-0.993296,6,669.868974
-0.998821,3,670.685666
-0.998998,2,671.218382
-0.998814,2,671.783364
-0.994747,7,673.612725
-1.0,1,673.87851
-0.995898,4,674.941222
-0.999047,2,675.48237
-0.995366,9,677.873853
-0.987357,10,680.563529
-0.999017,4,681.649747
-0.997681,3,682.47074
-0.996921,4,683.523365
-0.999006,4,684.613495
-0.997292,3,685.411507
-0.990798,7,687.346105
-1.0,1,687.639726
-0.995619,6,689.267754
-0.998516,2,689.839612
-1.0,1,690.102913
-0.997003,3,690.891017
-1.0,1,691.169478
-0.992025,8,693.304863
-0.998458,2,693.856509
-0.995456,5,695.205717
-0.993444,6,696.778995
-0.999011,11,699.746234
-0.99616,4,700.852377
-0.994708,5,702.210264
-0.995861,4,703.288142
-0.998539,4,704.335324
-1.0,1,704.621589
-1.0,1,704.897541
-0.994284,6,706.512153
-1.0,1,706.780189
-0.997244,4,707.875626
-0.99751,3,708.721788
-0.995059,5,710.102968
-0.996769,4,711.230645
-0.995584,4,712.328159
-0.99562,5,713.676811
-0.993588,6,715.330066
-0.993736,6,716.951236
-0.999011,2,717.514851
-0.990789,8,719.661738
-1.0,1,719.934512
-0.991313,9,722.349623
-0.995853,5,723.674741
-0.998854,2,724.210782
-0.995357,4,725.29707
-1.0,1,725.571688
-0.997287,9,728.005429
-0.995038,6,729.628213
-0.998415,2,730.172504
-0.995275,5,731.502967
-0.995901,7,733.413078
-0.992836,7,735.306237
-0.995134,5,736.641828
-1.0,1,736.915863
-0.998511,2,737.473406
-0.989744,9,739.879004
-0.993472,6,741.485831
-1.0,1,741.750203
-0.994938,5,743.096634
-0.994184,6,744.711802
-0.998507,4,745.790204
-0.995029,5,747.153216
-0.996266,4,748.208415
-0.995868,4,749.299667
-0.991627,9,751.70293
-0.999028,2,752.245075
-0.99724,3,753.069423
-0.999017,2,753.619534
-0.998985,2,754.170112
-0.999027,2,754.696976
-0.998899,2,755.252472
-0.998501,2,755.775742
-0.998444,2,756.338619
-0.997505,3,757.166201
-0.999006,2,757.704612
-0.99473,5,759.051298
-0.99817,4,760.119872
-0.997432,3,760.958398
-1.0,1,761.226729
-0.99066,9,763.62131
-1.0,1,763.887802
-0.996394,4,764.950325
-0.999047,3,765.765192
-0.998496,2,766.299403
-0.996535,4,767.390724
-1.0,1,767.661322
-0.998663,2,768.196648
-0.998169,3,769.045907
-0.992269,8,771.183115
-0.998503,2,771.716226
-1.0,1,771.998822
-0.99858,2,772.551134
-0.9934,6,774.176561
-0.998073,4,775.239438
-0.997196,3,776.037874
-0.993124,6,777.635327
-0.992519,8,779.784006
-0.998543,2,780.325146
-1.0,1,780.600508
-0.989563,9,782.998071
-0.992987,7,784.919149
-0.992468,6,786.541554
-0.996866,5,787.910107
-0.99204,7,789.753992
-0.99568,5,791.109921
-0.992525,7,792.97372
-0.992334,8,795.114131
-0.995446,5,796.457186
-0.992877,7,798.336509
-0.998448,2,798.878423
-0.998683,4,799.951386
-0.997207,3,800.752256
-0.998786,2,801.29704
-1.0,1,801.556916
-0.9976,3,802.375901
-0.994859,6,803.960395
-1.0,1,804.225207
-0.998511,3,805.0537
-0.996755,4,806.15097
-0.990369,8,808.313973
-0.995995,4,809.384434
-0.994282,5,810.715903
-0.99323,6,812.296297
-0.97791,19,817.443809
-0.997324,3,818.250585
-0.99051,7,820.141054
-0.998208,3,820.961852
-1.0,1,821.253716
-0.989525,9,823.713101
-0.991085,9,826.11532
-0.991783,7,827.966548
-0.999043,3,828.780013
-0.998478,2,829.33577
-0.996163,4,830.416538
-0.995016,5,831.776322
-0.994372,7,833.923594
-0.99072,10,836.972386
-0.993635,6,838.800424
-0.997762,4,839.995182
-0.999035,3,840.922097
-0.995866,4,842.094322
-1.0,1,842.378162
-0.998659,2,842.943542
-0.998298,4,844.027529
-0.996479,4,845.130972
-1.0,1,845.41354
-1.0,1,845.692729
-0.99718,3,846.479051
-0.998622,2,847.038276
-0.991285,9,849.433975
-0.995819,4,850.511801
-0.997785,3,851.317845
-0.99772,3,852.127772
-0.995596,5,853.472203
-0.998435,2,854.006465
-0.996624,4,855.0844
-0.998836,2,855.630149
-0.989646,8,857.753592
-0.997224,3,858.536469
-0.99886,2,859.080534
-0.996111,4,860.173469
-0.998512,2,860.742544
-0.997353,3,861.534515
-0.997064,3,862.346745
-0.99583,4,863.436045
-0.995291,4,864.497758
-0.997252,3,865.318592
-0.98656,11,868.275007
-0.998392,3,869.109272
-0.998674,2,869.6323
-1.0,1,869.906123
-0.994791,5,871.230372
-1.0,1,871.514773
-0.997104,3,872.32578
-0.997156,3,873.145566
-0.999006,3,873.961477
-0.995384,4,875.040328
-0.990807,8,877.201981
-0.994861,5,878.549864
-0.99326,6,880.121524
-0.998842,2,880.659474
-0.998608,2,881.237247
-0.981069,15,885.228932
-0.99384,8,887.401561
-0.999047,2,887.950313
-0.995814,4,889.020376
-0.993436,7,890.889022
-0.993149,9,893.277652
-0.995757,4,894.350325
-0.996167,4,895.412283
-0.997937,3,896.209399
-0.996774,4,897.287935
-0.998567,2,897.815748
-0.99626,5,899.161994
-0.992686,7,901.050707
-0.993254,6,902.688381
-0.991452,8,904.839015
-0.995652,5,906.425384
-0.985182,11,909.367422
-0.991653,8,911.517292
-0.997776,4,912.665993
-0.998827,2,913.199002
-0.995542,5,914.562082
-1.0,1,914.850466
-0.996511,4,915.930798
-1.0,1,916.210718
-0.995608,4,917.445065
-0.994815,5,918.887776
-0.994554,5,920.235188
-0.994545,5,921.623492
-0.997516,3,922.450663
-0.999021,2,923.014202
-0.996961,3,923.813626
-0.976778,17,928.413306
-0.991299,7,930.27349
-0.996242,5,931.635509
-0.998998,2,932.176155
-0.998999,2,932.718329
-0.997803,3,933.531362
-0.997279,3,934.346837
-0.995221,5,935.701644
-0.992732,7,937.562123
-0.986774,11,940.536866
-0.995026,5,941.904912
-0.988987,9,944.34963
-0.997647,4,945.42901
-0.998853,3,946.225324
-0.997488,4,947.308834
-0.993592,9,949.70869
-1.0,1,950.0054
-0.996214,6,951.623774
-1.0,1,951.906336
-0.993981,5,953.235117
-0.984708,12,956.473575
-0.993247,7,958.334825
-0.986831,12,961.57382
-1.0,1,961.853501
-0.994642,5,963.208074
-0.998164,3,964.027951
-0.99679,6,965.621558
-0.99616,4,966.770705
-0.983575,15,971.032781
-0.992794,8,973.170698
-1.0,1,973.437267
-1.0,1,973.708947
-0.994771,7,975.58632
-0.991385,8,977.716979
-0.999018,2,978.263345
-0.991758,8,980.442752
-0.997394,3,981.253068
-0.997216,3,982.074194
-0.99321,6,983.728065
-0.988481,10,986.403794
-0.997706,3,987.255839
-0.988844,9,989.706477
-0.991149,9,992.06828
-0.992236,7,993.960165
-0.997306,3,994.770368
-0.998745,2,995.313736
-0.993834,6,996.94643
-1.0,1,997.228519
-0.998577,3,998.043814
-0.990781,7,999.955859
-0.997495,3,1000.786768
-1.0,1,1001.066473
-0.996157,5,1002.383659
-0.997123,4,1003.481398
-1.0,1,1003.744098
-0.997892,12,1006.930628
-0.997349,4,1007.99416
-0.999007,3,1008.790277
-0.992681,7,1010.674811
-0.998492,2,1011.225136
-0.9978,3,1012.042821
-0.989196,9,1014.442027
-0.998761,2,1014.978281
-0.996607,4,1016.066746
-0.998511,3,1016.869132
-0.998497,2,1017.416974
-0.99091,8,1019.600561
-0.997818,4,1020.664301
-1.0,1,1020.926235
-0.997565,3,1021.733295
-0.996167,5,1023.069103
-1.0,1,1023.345308
-1.0,1,1023.625458
-0.992351,7,1025.527551
-1.0,1,1025.805036
-0.997662,3,1026.620309
-0.992978,7,1028.474733
-0.996045,4,1029.587702
-0.999023,2,1030.108073
-0.999047,2,1030.673909
-0.997455,3,1031.480448
-0.998385,4,1032.545542
-0.996077,4,1033.608508
-0.997207,3,1034.743191
-1.0,1,1035.023332
-0.993194,6,1036.663815
-0.995659,6,1038.270998
-0.998207,4,1039.338822
-0.994508,5,1040.723991
-0.988622,9,1043.165706
-0.993719,7,1045.062208
-0.999022,2,1045.627406
-0.992455,9,1048.041481
-0.988254,10,1050.716343
-0.993567,6,1052.333859
-0.997317,3,1053.137165
-0.999012,2,1053.698318
-0.988615,10,1056.371524
-0.999047,2,1056.925473
-0.997779,4,1058.017134
-0.998815,3,1058.835362
-0.99735,3,1059.665437
-0.996804,4,1060.735346
-0.990836,8,1062.90242
-0.998376,2,1063.449528
-0.997592,3,1064.238239
-0.990647,9,1066.666625
-0.99852,2,1067.185994
-1.0,1,1067.454958
-0.99902,3,1068.286154
-0.998618,3,1069.097544
-0.998479,2,1069.661965
-0.987547,10,1072.361029
-0.988181,9,1074.732973
-0.995641,4,1075.831281
-1.0,1,1076.096247
-0.993704,6,1077.717472
-0.996669,4,1078.797518
-0.996429,4,1079.861123
-0.986672,11,1082.809238
-0.994171,6,1084.42701
-0.999042,4,1085.50685
-0.991699,8,1087.643169
-1.0,1,1087.926359
-0.992573,7,1089.805915
-0.997231,5,1091.148307
-0.989886,9,1093.565131
-0.996778,5,1094.944575
-0.996337,4,1096.024636
-0.993157,6,1097.660284
-0.995047,6,1099.313668
-0.988579,10,1101.970643
-0.993659,7,1103.833722
-0.995634,4,1104.925867
-0.998151,3,1105.778893
-1.0,1,1106.061142
-0.998425,4,1107.147203
-1.0,1,1107.413167
-0.998998,2,1107.95707
-1.0,1,1108.256059
-0.996861,5,1109.595037
-0.987459,9,1111.996665
-0.995764,5,1113.320245
-0.994683,5,1114.652773
-0.990785,8,1116.773402
-0.99648,5,1121.718291
-0.999023,2,1122.253921
-0.998398,4,1123.329972
-0.998775,4,1124.431479
-0.993308,6,1126.059822
-0.998624,2,1126.627334
-0.989732,10,1129.321452
-0.996415,6,1130.931056
-0.991968,8,1133.079987
-0.99,8,1135.22287
-0.987553,11,1138.169641
-1.0,1,1138.448522
-0.988723,9,1140.848276
-1.0,1,1141.137601
-0.996851,3,1141.95938
-0.992817,6,1143.556
-0.996924,4,1144.608347
-0.992088,7,1146.516141
-0.99118,7,1148.377556
-0.999006,2,1148.932228
-0.985617,11,1151.859419
-1.0,1,1152.147658
-0.99792,3,1152.953832
-0.995894,5,1154.289482
-0.998781,2,1154.824563
-0.997044,4,1155.917366
-0.994685,5,1157.256296
-0.996069,5,1158.576836
-0.997088,4,1159.637177
-0.987704,9,1162.071947
-0.993992,6,1163.666364
-1.0,1,1163.936006
-1.0,1,1164.206115
-0.999047,2,1164.753013
-0.998466,2,1165.296091
-0.99848,2,1165.843581
-0.996382,4,1166.924165
-0.982914,15,1170.946249
-0.999017,3,1171.784089
-0.986781,10,1174.455521
-0.991136,7,1176.341199
-0.998546,2,1176.883215
-0.997005,4,1177.966423
-0.998592,2,1178.523915
-0.996016,4,1179.595058
-0.999033,2,1180.131725
-0.989882,9,1182.499815
-0.988208,10,1185.177486
-0.996202,4,1186.23771
-1.0,1,1186.502795
-0.998415,2,1187.036724
-0.997721,5,1188.416633
-0.991162,10,1191.074964
-0.997151,3,1191.884388
-0.996909,4,1192.997089
-0.997637,3,1193.808103
-0.99178,8,1195.990009
-0.998735,2,1196.527115
-0.991548,7,1198.457969
-0.99837,4,1199.532733
-0.996098,5,1200.854984
-0.998441,3,1201.686461
-0.998554,2,1202.237512
-0.994512,5,1203.581545
-0.997788,4,1204.67122
-0.998509,2,1205.309952
-0.998996,3,1206.285889
-0.998581,2,1206.839223
-0.985943,12,1210.090375
-0.991356,7,1211.995254
-0.998612,3,1212.810441
-0.988412,10,1215.473153
-0.99106,8,1217.612148
-0.994647,5,1218.982012
-0.998696,3,1219.786876
-0.997852,3,1220.601592
-0.993072,7,1222.503082
-0.998536,3,1223.297637
-0.99387,6,1224.914015
-0.999047,2,1225.473558
-0.998578,2,1226.01298
-0.993811,5,1227.389989
-0.993881,5,1228.73451
-0.99302,8,1230.902401
-1.0,1,1231.165314
-0.997015,4,1232.236426
-0.998267,4,1233.312548
-0.995744,6,1234.905761
-1.0,1,1235.1858
-0.993085,8,1237.347317
-0.998592,3,1238.163469
-0.998642,2,1238.711969
-0.998279,4,1239.783172
-0.985474,12,1242.993485
-0.999033,2,1243.553672
-0.996548,4,1244.623383
-0.998499,2,1245.160269
-1.0,1,1245.44214
-0.994312,6,1247.080382
-0.995751,5,1248.411051
-0.996523,4,1249.467853
-0.998941,4,1250.544303
-0.998292,4,1251.616647
-0.977383,24,1258.099032
-0.99052,8,1260.217499
-0.990153,8,1262.327673
-0.997674,5,1263.664411
-0.991002,8,1265.784709
-0.999047,4,1266.870212
-0.994742,6,1268.502557
-0.998856,3,1269.309099
-0.998094,3,1270.128901
-0.999023,2,1270.667001
-0.989863,8,1272.836714
-0.995487,7,1274.711054
-0.99475,5,1276.110807
-0.988383,10,1278.761243
-0.991147,8,1280.916811
-0.99555,6,1282.520963
-0.99717,4,1283.61816
-0.9912,8,1285.782158
-0.987143,12,1288.97428
-0.985354,12,1292.188622
