#{"t_start": 1774356949.408279, "env_id": "None"}
r,l,t
-0.995733,4,1293.26314
-0.99748,4,1294.339782
-0.992075,9,1296.71884
-0.998456,4,1297.809772
-1.0,1,1298.072053
-0.995243,5,1299.39222
-1.0,1,1299.674488
-0.996732,4,1300.755359
-0.996879,4,1301.84581
-0.998907,3,1302.65281
-0.997838,4,1303.74795
-0.999012,2,1304.310379
-0.995694,4,1305.370247
-0.998376,3,1306.192958
-1.0,1,1306.482342
-0.998767,4,1307.566147
-1.0,1,1307.837929
-1.0,1,1308.123092
-0.997038,5,1309.489879
-0.992433,9,1311.891179
-1.0,1,1312.156114
-0.990959,9,1314.578568
-0.994135,5,1315.944007
-0.998647,4,1317.000656
-0.99601,5,1318.344789
-0.998488,3,1319.156553
-0.999027,3,1319.970297
-1.0,1,1320.238157
-0.999035,2,1320.798973
-0.992078,9,1323.233664
-0.991923,7,1325.08796
-0.993981,7,1327.006171
-0.999047,2,1327.538656
-0.991154,9,1329.982563
-0.998377,4,1331.096339
-0.999014,3,1331.903646
-0.998465,2,1332.439376
-0.993616,7,1334.316791
-0.999011,2,1334.848548
-0.996579,4,1335.935971
-0.998978,4,1337.016826
-0.992465,6,1338.592423
-0.986988,11,1341.544714
-0.997347,4,1342.606042
-0.997041,3,1343.452023
-0.992692,8,1345.60003
-0.989698,9,1348.02166
-0.992845,6,1349.631918
-0.984779,13,1353.112106
-0.99067,8,1355.261671
-0.998601,2,1355.806386
-1.0,1,1356.081654
-0.991377,7,1357.944375
-0.997895,3,1358.749782
-0.994848,5,1360.095212
-0.998797,4,1361.181347
-0.99418,6,1362.776584
-0.998998,2,1363.321315
-0.997488,3,1364.126188
-0.990339,8,1366.254754
-0.998485,2,1366.834064
-0.996588,4,1367.885308
-0.998711,3,1368.687738
-0.99389,8,1370.823052
-0.99901,3,1371.628215
-0.970174,22,1377.550661
-0.993614,6,1379.162118
-0.988653,11,1382.095456
-0.998466,12,1385.269209
-0.994136,6,1386.887645
-0.995833,4,1387.980468
-0.995312,6,1389.612726
-0.996197,4,1390.686043
-0.997026,3,1391.511972
-0.996489,5,1392.840197
-0.999047,2,1393.39435
-0.989162,11,1396.298524
-0.994842,5,1397.643076
-0.994932,5,1398.990625
-0.996443,4,1400.041742
-0.998465,2,1400.590511
-0.991629,8,1402.742374
-0.999011,2,1403.319754
-0.999025,2,1403.849196
-1.0,1,1404.117024
-0.999043,4,1405.181494
-0.998684,4,1406.275782
-0.994735,7,1408.172213
-0.994841,5,1409.488119
-0.996852,3,1410.32463
-0.993515,6,1411.971534
-0.997223,3,1412.789061
-0.999012,2,1413.32548
-0.989964,9,1415.723097
-0.998209,4,1416.847634
-0.998999,3,1417.649706
-0.991714,7,1419.53087
-0.99487,6,1421.143459
-1.0,1,1421.407616
-0.996697,4,1422.52482
-0.981964,18,1427.315622
-0.98609,11,1430.271018
-0.997891,6,1431.853693
-0.997484,3,1432.669814
-0.997843,4,1433.749298
-0.991818,8,1435.890758
-0.991231,9,1438.328271
-0.988076,10,1441.019769
-0.98849,10,1443.721635
-0.995522,4,1444.792634
-0.997767,3,1445.601448
-1.0,1,1445.873843
-0.98158,13,1449.376585
-0.9984,3,1450.176436
-0.998223,9,1452.598271
-0.99399,6,1454.20001
-1.0,1,1454.465773
-0.98607,13,1457.963605
-0.99307,7,1459.817616
-0.993665,7,1461.721478
-0.997966,4,1462.801527
-0.996809,5,1464.160421
-0.999015,2,1464.681179
-0.99569,5,1466.01044
-0.99571,5,1467.342417
-1.0,1,1467.641798
-1.0,1,1467.904896
-0.995909,4,1468.974053
-0.99081,9,1471.407967
-1.0,1,1471.692316
-0.997665,3,1472.519923
-0.998998,2,1473.063094
-0.977006,19,1478.192233
-0.999036,2,1478.719886
-0.996886,3,1479.546652
-0.996688,5,1480.855564
-0.996634,4,1481.907351
-0.996005,4,1483.021841
-0.988591,10,1485.729963
-0.998561,2,1486.270784
-0.998659,3,1487.077449
-0.997774,4,1488.170569
-0.993289,6,1489.793728
-0.992959,6,1491.394131
-0.998508,2,1491.931242
-1.0,1,1492.204129
-1.0,1,1492.490737
-0.998239,4,1493.544528
-0.999011,3,1494.349603
-1.0,1,1494.630244
-1.0,1,1494.915025
-0.997531,3,1495.739352
-0.997172,3,1496.554809
-0.996111,4,1497.644498
-0.990913,9,1500.038764
-0.990965,8,1502.199299
-0.996384,5,1503.529003
-0.991358,7,1505.408598
-0.997434,3,1506.213152
-0.983707,15,1510.267578
-1.0,1,1510.547166
-0.996395,4,1511.621643
-0.997942,3,1512.450437
-0.998751,3,1513.253076
-0.997806,3,1514.064011
-0.993801,7,1515.964165
-0.991088,7,1517.831211
-0.994366,5,1519.178257
-0.998794,4,1520.252615
-0.993662,8,1522.399158
-0.993051,6,1524.027787
-0.994005,6,1525.632093
-0.995758,6,1527.253865
-0.995037,5,1528.582776
-0.994012,6,1530.182952
-1.0,1,1530.452192
-0.997255,3,1531.27119
-0.99725,4,1532.393449
-0.988908,9,1534.756511
-0.987969,10,1537.456794
-0.996224,4,1538.504224
-0.996131,4,1539.594323
-0.997834,4,1540.650964
-0.995029,5,1542.053026
-0.984695,12,1545.254681
-0.98225,15,1549.278594
-0.990915,9,1551.655397
-0.997888,3,1552.466995
-0.997311,3,1553.271059
-0.994497,6,1554.887943
-0.999038,3,1555.689873
-1.0,1,1555.962651
-0.996205,5,1557.305481
-0.982725,14,1561.058666
-0.998597,2,1561.59706
-1.0,1,1561.87186
-0.9971,4,1562.940079
-0.985796,12,1566.160521
-0.995344,5,1567.490081
-0.993841,6,1569.123115
-0.987394,10,1571.777712
-0.995311,5,1573.125598
-0.998614,2,1573.671401
-0.993971,5,1575.020555
-0.998522,4,1576.092668
-0.994014,5,1577.427945
-0.998821,3,1578.25116
-1.0,1,1578.52792
-0.996916,4,1579.575721
-1.0,1,1579.846733
-0.996761,4,1580.920909
-0.980284,14,1584.613539
-0.998571,2,1585.146094
-0.999021,2,1585.688668
-0.997277,5,1587.026036
-0.997097,4,1588.121798
-0.991705,7,1589.993979
-0.998878,2,1590.539699
-1.0,1,1590.801828
-0.999047,2,1591.357462
-0.997957,3,1592.17644
-1.0,1,1592.440934
-0.986253,12,1595.64134
-0.994111,6,1597.251062
-1.0,1,1597.546256
-0.994523,5,1598.856694
-0.979294,17,1603.402325
-0.995548,4,1604.484307
-0.992156,8,1606.617028
-0.997392,4,1607.71103
-0.997904,3,1608.519286
-1.0,1,1608.782062
-0.999029,2,1609.326939
-1.0,1,1609.597282
-0.989301,9,1611.970384
-1.0,1,1612.249639
-0.997973,4,1613.343378
-0.999012,2,1613.879759
-0.988522,9,1616.30121
-0.99892,2,1616.860174
-0.995753,4,1617.925449
-0.996512,5,1619.249623
-0.995326,5,1620.586767
-0.996385,4,1621.675166
-0.998628,2,1622.197424
-1.0,1,1622.466322
-0.999047,4,1623.519542
-0.996317,4,1624.596598
-0.998861,2,1625.138401
-0.99877,2,1625.696573
-0.980367,18,1630.505484
-0.995959,4,1631.590853
-0.993448,6,1633.234735
-0.997406,3,1634.323859
-0.994464,6,1635.995344
-0.998698,2,1636.57438
-0.990734,8,1638.713809
-1.0,1,1638.982887
-0.993187,6,1640.609139
-0.991338,8,1642.751913
-0.999006,4,1643.821733
-0.998896,3,1644.665461
-0.990985,7,1646.545793
-0.993224,7,1648.419089
-0.995446,5,1649.756683
-0.994743,6,1651.349707
-0.993762,6,1652.977611
-0.99411,6,1654.599013
-0.99755,4,1655.681808
-0.997688,3,1656.489827
-1.0,1,1656.779016
-0.99567,4,1657.826058
-0.991976,7,1659.66888
-0.985427,13,1663.174691
-0.987043,12,1666.400607
-0.99705,4,1667.468546
-1.0,1,1667.739398
-1.0,1,1668.023417
-0.993712,7,1669.909436
-0.998773,3,1670.726072
-0.999032,2,1671.254097
-0.995338,5,1672.613469
-0.992384,7,1674.485423
-0.995944,4,1675.567253
-0.995541,5,1676.916152
-0.993195,6,1678.526239
-0.995853,4,1679.584739
-0.99787,4,1680.662767
-0.995025,8,1682.83025
-0.998412,2,1683.38387
-0.994816,5,1684.734529
-0.992462,7,1686.608719
-0.995703,4,1687.675857
-0.98729,11,1690.672272
-0.998073,4,1691.750889
-0.999047,2,1692.275666
-0.998817,2,1692.84419
-0.998224,4,1693.931466
-0.999037,2,1694.478927
-0.992955,6,1696.114931
-0.995607,4,1697.196833
-0.98994,10,1699.838472
-0.991576,7,1701.731465
-0.996865,4,1702.811793
-0.992701,8,1704.989333
-0.9989,4,1706.096229
-0.992829,7,1707.964668
-1.0,1,1708.243386
-0.998645,4,1709.315031
-0.998512,4,1710.408242
-0.998426,2,1710.988189
-0.99271,6,1712.582791
-1.0,1,1712.860914
-0.991263,8,1715.023978
-1.0,1,1715.306222
-0.998132,4,1716.388169
-0.993993,7,1718.27884
-0.997426,4,1719.326985
-0.993712,7,1721.211023
-0.996881,3,1722.020899
-0.990559,8,1724.143207
-0.995724,5,1725.476694
-0.995342,5,1726.820115
-0.995888,5,1728.167745
-0.991462,8,1730.301245
-1.0,1,1730.566734
-0.995362,5,1731.917774
-0.997645,3,1732.752415
-0.997571,4,1733.821801
-0.99564,5,1735.178995
-0.985647,11,1738.112629
-0.991079,8,1740.244747
-0.995586,5,1741.590946
-0.993929,6,1743.185168
-0.995638,4,1744.260072
-0.997121,4,1745.335801
-0.994634,6,1746.943741
-0.996694,4,1748.043895
-0.997901,3,1748.850014
-0.997065,3,1749.673356
-0.987509,11,1752.589365
-0.9985,2,1753.129915
-0.990699,7,1755.00066
-0.992305,6,1756.627274
-0.996127,5,1757.954438
-0.998399,2,1758.502482
-0.998102,4,1759.602174
-0.995669,5,1760.919915
-0.988633,11,1763.921291
-0.983291,13,1767.388971
-0.995309,5,1768.761388
-0.99888,2,1769.32428
-0.990731,8,1771.435603
-1.0,1,1771.717048
-0.994441,5,1773.072124
-0.993272,7,1774.955291
-0.987647,10,1777.617271
-0.99402,7,1779.498855
-0.990899,9,1781.897963
-0.985612,12,1785.132394
-0.997763,3,1785.933004
-0.987378,10,1788.740232
-0.993127,6,1790.351225
-0.997272,4,1791.457498
-0.997274,4,1792.543376
-0.991227,7,1794.393903
-0.998479,2,1794.959305
-0.994506,5,1796.282956
-0.995617,4,1797.384999
-0.997559,3,1798.190714
-0.998582,3,1799.015275
-1.0,1,1799.300763
-1.0,1,1799.583878
-0.9986,4,1800.637928
-1.0,1,1800.906534
-0.99682,4,1801.998621
-0.998546,2,1802.537019
-0.997369,4,1803.609437
-0.986512,11,1806.56141
-0.993327,7,1808.476856
-0.993363,7,1810.362397
-0.990852,7,1812.278795
-0.998527,2,1812.83286
-0.998247,4,1813.926362
-0.996317,5,1815.261487
-0.999019,3,1816.07261
-1.0,1,1816.355702
-0.999004,2,1816.899136
-0.991485,8,1819.031756
-0.999033,2,1819.565942
-0.991306,8,1821.761468
-0.991474,7,1823.648838
-0.993092,6,1825.26308
-1.0,1,1825.537649
-0.994361,6,1827.149616
-0.993604,6,1828.736353
-0.995524,5,1830.119554
-0.987647,11,1833.068311
-0.985744,13,1836.530637
-0.989835,8,1838.687086
-0.997427,3,1839.516741
-0.995074,6,1841.133723
-0.998998,4,1842.215713
-0.992022,7,1844.066552
-0.991283,7,1845.976967
-0.992021,7,1847.830977
-0.995094,5,1849.185002
-0.997538,4,1850.277286
-0.998429,2,1850.806503
-0.993773,6,1852.427272
-0.984986,13,1855.901029
-0.997463,3,1856.727393
-0.999047,2,1857.295304
-0.997679,3,1858.110854
-0.99466,5,1859.464424
-0.989761,9,1861.882246
-0.998397,2,1862.445707
-0.976094,19,1867.562068
-0.987666,12,1870.820657
-0.995172,5,1872.193266
-0.987934,10,1874.866572
-0.994215,5,1876.215406
-0.991753,8,1878.376505
-0.995696,4,1879.443437
-1.0,1,1879.723828
-0.996469,5,1881.076891
-0.992678,6,1882.688358
-0.981635,14,1886.456777
-0.999006,2,1886.995082
-0.987113,11,1889.954622
-0.996144,5,1891.304919
-0.99334,7,1893.187088
-0.991707,7,1895.093183
-0.993974,6,1896.689087
-0.992183,6,1898.344684
-0.990051,8,1900.456194
-0.998998,2,1901.01794
-0.997811,3,1901.809837
-0.996996,3,1902.610432
-0.998777,2,1903.180478
-0.992684,18,1907.972826
-0.994979,6,1909.624017
-0.99381,7,1911.526476
-0.994525,6,1913.16204
-0.999047,2,1913.709599
-0.984428,12,1916.91332
-1.0,1,1917.189199
-0.994348,6,1918.812589
-0.98149,15,1922.842668
-0.998232,3,1923.652303
-1.0,1,1923.963625
-0.987717,11,1926.925645
-0.987717,10,1929.595243
-0.994562,5,1930.927637
-0.998895,3,1931.731371
-0.99838,3,1932.529522
-0.990755,9,1934.924634
-0.992007,7,1936.802229
-0.997659,3,1937.622602
-0.998502,3,1938.430481
-0.997698,4,1939.485982
-1.0,1,1939.785638
-0.997249,3,1940.594218
-0.992254,8,1942.725124
-0.99084,8,1944.868123
-0.994763,5,1946.208981
-0.993553,6,1947.834902
-0.992935,7,1949.687036
-0.99404,6,1951.28754
-1.0,1,1951.585071
-0.994497,6,1953.16249
-0.993841,6,1954.789986
-0.996805,4,1955.859653
-0.991942,8,1957.989778
-1.0,1,1958.266203
-0.998565,4,1959.354667
-0.993768,6,1960.975503
-0.993932,6,1962.551278
-0.998787,2,1963.103714
-0.997645,4,1964.202951
-0.999006,2,1964.757187
-0.985482,11,1967.695587
-0.996405,4,1968.783933
-0.984229,15,1972.815911
-0.991044,8,1974.963668
-0.998373,4,1976.036265
-0.990536,8,1978.153679
-0.996622,4,1979.230912
-0.994943,5,1980.568138
-0.99889,2,1981.111547
-0.993171,7,1982.974844
-0.996023,5,1984.333875
-0.995416,5,1985.665101
-0.998749,2,1986.221592
-0.995743,4,1987.298355
-0.997112,3,1988.118131
-0.996525,4,1989.247577
-0.989741,10,1991.909374
-0.994024,5,1993.277617
-1.0,1,1993.544302
-0.989967,9,1995.936899
-0.998538,2,1996.486561
-0.993142,6,1998.089155
-0.995806,4,1999.160062
-0.997269,3,1999.995481
-0.991239,8,2002.185814
-0.99598,7,2004.093817
-0.992714,7,2005.981867
-0.990348,8,2008.115264
-0.997989,5,2009.456141
-0.993164,7,2011.360351
-1.0,1,2011.63966
-0.994574,6,2013.258538
-1.0,1,2013.566885
-0.995467,4,2014.65871
-0.998516,2,2015.196298
-1.0,1,2015.50003
-0.993326,6,2017.083362
-0.997815,3,2017.902642
-0.998657,2,2018.453105
-1.0,1,2018.728124
-0.993268,6,2020.378721
-0.990558,10,2023.11923
-0.992217,7,2024.999964
-0.998998,2,2025.544471
-0.991524,7,2027.433417
-0.999028,2,2027.978097
-0.992216,7,2029.864578
-0.994236,7,2031.788705
-0.998726,2,2032.331707
-0.993988,5,2033.659517
-1.0,1,2033.963767
-0.990106,8,2036.160073
-0.997018,5,2037.516132
-0.992103,7,2039.371746
-0.999016,3,2040.192238
-0.99266,9,2042.571274
-0.993295,6,2044.188762
-1.0,1,2044.454676
-0.997196,5,2045.786194
-0.990468,10,2048.481142
-0.997769,3,2049.314407
-0.995949,5,2050.658737
-0.991998,8,2052.832481
-0.992333,7,2054.736798
-0.996375,4,2055.831256
-0.983588,13,2059.345846
-0.987517,10,2062.014456
-0.996273,4,2063.126302
-0.998741,3,2063.945956
-0.994187,6,2065.613882
-0.9956,5,2066.962224
-0.997495,4,2068.04327
-0.997177,4,2069.091194
-0.99872,2,2069.641876
-0.994956,5,2071.003831
-0.997539,3,2071.826268
-0.991,8,2073.98424
-0.994549,11,2077.00724
-0.998428,4,2078.078502
-0.98646,11,2081.075443
-0.997948,3,2081.897673
-0.995201,5,2083.236145
-0.98793,10,2085.899626
-0.998375,3,2086.710036
-0.992696,7,2088.589253
-1.0,1,2088.854099
-0.99401,5,2090.189751
-0.997851,3,2091.009215
-0.994653,5,2092.378618
-0.996532,4,2093.452139
-0.991413,7,2095.307126
-0.995409,5,2096.668643
-0.997148,3,2097.50005
-0.995948,4,2098.555043
-1.0,1,2098.821148
-0.991491,7,2100.694323
-0.998875,3,2101.516335
-0.995297,5,2102.876331
-0.998102,4,2103.964732
-1.0,1,2104.245222
-0.992137,7,2106.097925
-1.0,1,2106.382438
-0.995474,5,2107.758234
-0.999019,2,2108.290433
-0.99522,5,2109.628707
-0.995403,6,2111.244077
-0.99465,6,2112.879866
-0.999014,2,2113.406795
-0.997416,4,2114.478305
-1.0,1,2114.75837
-0.996024,4,2115.835976
-0.985653,12,2119.036796
-0.998612,2,2119.580672
-0.997852,3,2120.414855
-0.995085,6,2122.039808
-1.0,1,2122.308025
-0.998262,4,2123.407754
-0.993691,6,2125.047123
-0.995241,4,2126.119467
-0.997647,3,2126.932162
-0.998631,2,2127.461482
-0.979802,18,2132.440892
-0.994061,5,2133.782777
-0.99453,6,2135.40649
-1.0,1,2135.674232
-0.998446,2,2136.222912
-0.997099,3,2137.014332
-0.992771,7,2138.927034
-0.997675,3,2139.711817
-1.0,1,2140.001328
-0.991097,8,2142.176227
-0.99896,2,2142.738054
-0.997424,3,2143.57706
-0.993536,7,2145.482777
-0.992281,6,2147.084078
-0.99748,4,2148.343577
-0.997514,3,2149.195996
-0.993818,6,2150.828989
-1.0,1,2151.123589
-0.989797,8,2153.454634
-0.993323,7,2155.629265
-0.998563,2,2156.196697
-0.997604,4,2157.367717
-0.997643,3,2158.194153
-0.997868,3,2159.07339
-0.998577,3,2159.967573
-0.996332,5,2161.510072
-1.0,1,2161.785546
-0.996303,4,2163.007602
-0.994653,6,2164.829978
-0.997966,4,2166.28884
-0.999,3,2167.65455
-0.996439,5,2169.936786
-0.993825,7,2173.211009
-0.995125,7,2176.398442
-0.997621,3,2177.735817
-0.991043,8,2181.151211
-1.0,1,2181.57441
-0.994483,7,2184.648947
-0.995654,4,2186.284856
-0.991588,8,2190.254669
-0.997316,3,2191.764878
-1.0,1,2192.262687
-0.996825,3,2193.769913
-1.0,1,2194.188572
-0.999011,2,2195.360087
-0.994978,5,2198.338476
-0.99392,7,2202.913082
-0.998612,2,2204.063465
-0.994631,7,2207.286081
-0.990753,8,2211.177193
-0.999047,3,2212.524922
-0.99818,3,2213.807577
-0.997613,3,2215.081061
-0.996429,5,2217.402668
-0.993931,6,2220.115207
-0.9976,4,2222.242906
-0.986079,12,2227.607338
-0.99654,4,2229.286083
-0.990236,8,2232.710995
-0.98581,11,2238.261134
-0.998393,2,2239.1488
-0.998149,3,2240.622846
-0.987629,10,2244.991023
-0.995504,7,2247.742425
-1.0,1,2248.055358
-0.998586,2,2248.645311
-0.993567,5,2249.994172
-0.996821,4,2251.068468
-0.989703,9,2253.500964
-1.0,1,2253.76286
-0.989659,11,2256.634125
-0.997225,3,2257.437261
-1.0,1,2257.727986
-0.987349,10,2260.359931
-0.999023,2,2260.883994
-0.988286,11,2267.322717
-0.999012,3,2268.124384
-0.998118,3,2268.928129
-0.99672,5,2270.25499
-0.979789,16,2274.503748
-0.992826,6,2276.120517
-0.994448,5,2277.46389
-0.988146,11,2280.368398
-0.997456,5,2281.692166
-0.996651,4,2282.749723
-0.989726,8,2284.842241
-0.999047,4,2285.901821
-0.990478,8,2288.058114
-0.997208,3,2288.860077
-0.98055,14,2292.571154
-0.997065,3,2293.384197
-0.998661,2,2293.917077
-0.998634,2,2294.486863
-0.998604,2,2295.040109
-0.998046,4,2296.100328
-0.998397,2,2296.619954
-0.99641,4,2297.715943
-0.991996,8,2299.819952
-0.992147,7,2301.679668
-0.998157,4,2302.748352
-0.987386,11,2305.688145
-0.998419,2,2306.219131
-0.985374,14,2309.924822
-1.0,1,2310.207462
-0.994531,7,2312.079157
-0.99015,9,2314.444376
-0.993166,6,2316.03594
-0.998952,3,2316.848391
-0.989059,10,2319.497507
-0.990682,9,2321.889755
-0.997053,3,2322.707875
-0.986659,11,2325.658017
-0.99209,7,2327.528737
-0.996584,5,2328.89823
-0.9942,5,2330.217611
-0.984312,12,2333.437381
-0.999009,2,2333.972692
-0.989965,10,2336.677163
-0.990514,9,2339.062372
-0.991743,7,2340.937756
-0.997,4,2342.019195
-0.99576,4,2343.093713
-0.997829,3,2343.882085
-0.996798,4,2344.965298
-0.983289,15,2349.022681
-0.992246,7,2350.879917
-0.983163,13,2354.369168
-0.996938,4,2355.433242
-0.990086,9,2357.838247
-0.986355,12,2361.035017
-1.0,1,2361.303865
-0.990139,8,2363.398368
-0.998561,2,2363.945077
-0.998175,4,2365.005422
-0.998267,3,2365.787777
-0.987346,10,2368.454688
-0.998571,2,2368.990152
-0.987156,10,2371.680271
-0.972793,20,2377.089167
-0.982802,15,2381.122834
-0.991623,8,2383.236937
-0.998283,4,2384.304755
-0.994009,6,2385.920277
-0.993377,6,2387.526513
-0.998501,4,2388.57888
-0.99275,8,2390.729548
-0.995799,5,2392.091067
-0.999006,4,2393.220184
-0.996544,4,2394.285021
-0.996039,5,2395.612008
-0.978704,19,2400.725447
-0.991037,8,2402.840549
-0.997119,3,2403.633192
-0.993919,6,2405.238649
-0.993251,7,2407.106631
-0.992397,6,2408.723667
-0.998081,4,2409.799538
-0.994144,7,2411.671686
-0.985949,13,2415.123233
-0.995911,5,2416.463287
-0.99844,2,2417.007076
-0.997961,4,2418.069484
-1.0,1,2418.349384
-0.993497,6,2419.977435
-0.999036,2,2420.521778
-0.997423,3,2421.369292
-0.992925,7,2423.246919
-0.996626,6,2424.83344
-0.991968,7,2426.707098
-0.994713,6,2428.340672
-1.0,1,2428.605406
-0.994995,5,2429.954018
-1.0,1,2430.22935
-0.994486,5,2431.579642
-0.987579,10,2434.259293
-0.982123,17,2438.782827
-0.98989,9,2441.185614
-1.0,1,2441.451959
-0.993646,7,2443.31324
-0.99322,6,2444.904121
-0.994027,7,2446.79301
-0.989995,9,2449.228085
-0.999032,2,2449.756685
-0.984086,13,2453.22782
-0.990933,9,2455.630962
-0.99801,4,2456.730602
-1.0,1,2457.005541
-0.996789,4,2458.07506
-0.988346,11,2461.013803
-0.995068,5,2462.374421
-0.983456,13,2465.873801
-0.999029,3,2466.68491
-0.998857,2,2467.216928
-0.995934,4,2468.274719
-0.983483,14,2472.042134
-0.997718,4,2473.110597
-0.992707,7,2474.970373
-0.998266,4,2476.040825
-0.989255,9,2478.401451
-0.978649,20,2483.77549
-1.0,1,2484.054168
-0.986231,10,2486.739732
-0.991385,8,2488.866085
-0.998033,3,2489.688496
-0.998089,3,2490.496486
-0.998249,3,2491.321873
-0.981421,17,2495.918247
-0.996794,5,2497.258677
-0.997457,4,2498.35713
-0.99406,6,2499.989962
-0.978471,21,2505.580617
-0.980931,17,2510.164114
-0.995131,5,2511.520667
-0.998453,2,2512.072422
-1.0,1,2512.345803
-0.990075,8,2514.497425
-1.0,1,2514.77499
-1.0,1,2515.048594
-0.991521,9,2517.443183
-0.981666,15,2521.494497
-0.994185,7,2523.37991
-0.986099,11,2526.340664
-0.984149,12,2529.54917
-0.998766,3,2530.340918
-0.998477,2,2530.872895
-0.999033,2,2531.41318
-0.986452,11,2534.365042
-0.989885,9,2536.77779
-0.993495,6,2538.385208
-0.991738,8,2540.534728
-0.994077,6,2542.170842
-1.0,1,2542.435567
-0.994028,5,2543.789312
-0.990319,9,2546.199068
-0.998698,2,2546.755054
-0.995986,5,2548.08724
-0.989244,9,2550.517239
-0.992603,6,2552.113942
-0.993355,6,2553.701501
-0.993644,8,2555.833783
-0.98153,15,2559.907054
-0.998918,2,2560.448956
-0.986232,12,2563.681726
-0.996278,5,2565.021156
-1.0,1,2565.302059
-0.983169,13,2568.844338
-1.0,1,2569.128596
-0.989092,11,2572.059391
-0.998575,3,2572.858839
-0.999022,3,2573.689104
-1.0,1,2573.97299
-0.997921,3,2574.808409
-0.997931,4,2575.872345
-0.988969,11,2578.843281
-0.996108,4,2579.917237
-0.997284,4,2580.996525
-1.0,1,2581.280295
-0.991021,9,2583.679785
-0.994121,5,2584.995976
-0.991207,9,2587.411942
-0.985766,12,2590.650782
-0.998304,3,2591.480386
-0.998072,3,2592.300491
-0.998404,4,2593.388177
-0.986323,12,2596.628577
-0.989692,9,2599.071585
-0.98852,10,2601.759806
-0.9953,5,2603.081092
-0.990771,8,2605.232747
-1.0,1,2605.522947
-1.0,1,2605.80589
-0.99228,7,2607.701035
-0.991376,8,2609.835786
-0.995999,5,2611.191906
-0.999024,2,2611.729334
-0.990963,9,2614.211246
-0.996695,4,2615.318658
-0.998997,3,2616.136056
-0.989996,8,2618.2727
-0.997526,3,2619.133229
-0.996547,5,2620.494298
-0.997909,3,2621.324101
-0.990475,8,2623.45153
-0.995837,5,2624.786916
-1.0,1,2625.065359
-0.993615,7,2626.936687
-0.998824,2,2627.468015
-0.997199,3,2628.287491
-0.992741,6,2629.887042
-0.997063,4,2630.969601
-0.990738,8,2633.144086
-1.0,1,2633.415004
-0.989154,9,2635.841537
-0.998435,2,2636.385007
-0.991165,8,2638.519775
-0.997631,4,2639.584479
-0.995883,4,2640.682868
-0.995817,4,2641.774138
-0.998899,2,2642.327408
-0.995975,5,2643.699901
-0.994082,5,2645.032433
-0.979598,16,2649.32651
-0.998448,3,2650.121601
-0.993129,6,2651.74426
-0.994272,6,2653.325583
-1.0,1,2653.602189
-0.997491,4,2654.690809
-0.996687,5,2656.028191
-0.984099,13,2659.549153
-0.993851,6,2661.139083
-0.986016,11,2664.086567
-0.997046,3,2664.892981
-0.983026,13,2668.382443
-0.996271,4,2669.46724
-0.995952,4,2670.528702
-0.995407,5,2671.885693
-0.998699,2,2672.453144
-0.996154,4,2673.51438
-0.99885,3,2674.337374
-0.997232,3,2675.154742
-0.995881,4,2676.215058
-0.984317,15,2680.226583
-1.0,1,2680.529243
-0.987384,10,2683.180415
-0.992163,7,2685.036993
-0.998292,3,2685.864462
-0.990504,8,2688.016025
-0.993964,6,2689.618199
-0.992919,7,2691.486412
-0.997583,4,2692.573828
-0.997131,3,2693.361434
-0.996199,5,2694.699179
-0.99496,5,2696.043045
-0.9905,8,2698.210899
-0.991665,7,2700.078747
-1.0,1,2700.367041
-0.99718,3,2701.166117
-1.0,1,2701.442395
-1.0,1,2701.72276
-0.995398,4,2702.801158
-1.0,1,2703.068702
-0.98527,10,2705.800072
-0.997909,4,2706.903016
-0.995391,5,2708.285395
-0.995017,5,2709.62216
-0.989108,10,2712.314496
-0.985486,14,2716.06158
-0.998645,2,2716.608169
-0.995449,5,2717.950899
-0.995662,5,2719.31725
-0.999004,2,2719.87872
-0.998569,4,2720.948844
-0.998467,2,2721.511216
-0.991781,8,2723.666098
-0.99189,7,2725.583417
-0.988241,9,2727.99863
-0.998286,3,2728.777228
-0.998623,3,2729.604534
-0.982678,14,2733.36525
-0.986447,11,2736.305752
-0.992126,6,2737.889152
-0.996543,4,2738.974191
-0.998592,2,2739.53408
-0.997009,4,2740.618492
-1.0,1,2740.890216
-0.998151,3,2741.680709
-0.997962,4,2742.777246
-0.993881,7,2744.714483
-0.993028,6,2746.307277
-0.995798,5,2747.645957
-0.998997,3,2748.46252
-0.993432,8,2750.595902
-0.994998,6,2756.552167
-0.997916,3,2757.360961
-0.99587,4,2758.463221
-0.99744,3,2759.288212
-1.0,1,2759.572667
-1.0,1,2759.842497
-0.986783,11,2762.822522
-0.993682,6,2764.426546
-0.996711,4,2765.517431
-0.994865,6,2767.123738
-0.984161,14,2770.900423
-0.995898,4,2772.019414
-0.998225,4,2773.077057
-0.995432,5,2774.423857
-0.997731,3,2775.234239
-0.991319,8,2777.350316
-0.993356,6,2778.991411
-0.986916,11,2781.926227
-1.0,1,2782.214842
-0.991802,9,2784.606674
-0.988562,9,2787.044715
-0.994946,5,2788.39659
-0.996093,4,2789.477433
-0.998505,2,2790.023088
-0.981923,14,2793.772723
-0.992685,6,2795.385842
-0.98746,10,2798.089394
-0.980334,17,2802.655963
-0.99903,3,2803.45377
-0.99903,2,2804.017565
-1.0,1,2804.304532
