#{"t_start": 1774356949.3810318, "env_id": "None"}
r,l,t
-0.995643,6,1301.201743
-0.992255,7,1303.104612
-0.994053,6,1304.734164
-0.995152,5,1306.07663
-0.997244,3,1306.905592
-0.994099,5,1308.291662
-0.997348,3,1309.114687
-0.985898,12,1312.327349
-0.997509,3,1313.106511
-0.997306,4,1314.18072
-0.998471,2,1314.762049
-0.998414,4,1315.829691
-0.990821,7,1317.697782
-0.996778,6,1319.322499
-0.998468,2,1319.857596
-0.996788,4,1320.964962
-0.998194,4,1322.054865
-0.983849,15,1326.076805
-0.997027,3,1326.881293
-1.0,1,1327.170187
-0.997017,3,1327.996014
-0.998615,2,1328.519495
-0.997839,3,1329.350944
-0.996863,3,1330.166629
-0.998676,2,1330.709327
-1.0,1,1330.982419
-0.996957,3,1331.78847
-0.983236,15,1335.823745
-0.994117,6,1337.441254
-0.998517,3,1338.226567
-0.999047,4,1339.311536
-0.996501,10,1341.972548
-0.998464,3,1342.786127
-1.0,1,1343.068456
-1.0,1,1343.333745
-1.0,1,1343.623685
-0.996228,5,1344.972712
-0.99216,8,1347.11175
-0.998276,4,1348.191214
-0.998961,2,1348.720762
-0.985115,12,1351.917796
-0.998849,2,1352.461194
-1.0,1,1352.729276
-0.996287,4,1353.796118
-0.997592,3,1354.60112
-0.999015,3,1355.436032
-0.996235,5,1356.784934
-0.989576,8,1358.91536
-1.0,1,1359.189432
-0.988976,9,1361.618422
-0.995477,5,1362.947244
-0.987804,10,1365.623747
-0.999012,3,1366.424973
-1.0,1,1366.720761
-0.992184,8,1368.854701
-0.992928,7,1370.713205
-0.994257,5,1372.055988
-0.998688,4,1373.139277
-0.994186,6,1374.736025
-0.995672,5,1376.079343
-0.993503,6,1377.727435
-0.994103,6,1379.34057
-0.989753,8,1381.443075
-0.996435,5,1382.792225
-0.980832,17,1387.329145
-0.995182,5,1388.6888
-0.994718,6,1390.316305
-0.99868,2,1390.853339
-0.999005,4,1391.944994
-0.990149,10,1394.610564
-0.996628,5,1395.923706
-0.997254,3,1396.748697
-0.996068,4,1397.812594
-0.987163,14,1401.563575
-0.995641,4,1402.622217
-1.0,1,1402.915644
-0.988494,11,1405.890176
-0.993483,7,1407.777155
-1.0,1,1408.044816
-0.993763,6,1409.662956
-0.99386,5,1411.021382
-1.0,1,1411.305553
-1.0,1,1411.586704
-1.0,1,1411.857758
-0.998673,2,1412.409637
-0.994022,8,1414.555772
-0.995047,6,1416.164869
-0.992843,7,1418.076162
-0.994714,6,1419.697862
-0.996767,4,1420.749335
-0.997184,4,1421.84375
-0.998604,2,1422.407945
-0.998589,2,1422.9428
-0.996158,6,1424.54951
-0.998946,4,1425.612245
-0.991955,7,1427.494793
-0.996637,5,1428.819842
-0.993247,6,1430.442592
-0.995343,4,1431.48752
-0.979829,15,1435.501458
-0.998386,2,1436.062545
-0.993744,7,1437.929488
-0.998485,2,1438.496028
-0.991262,8,1440.623559
-0.99072,8,1442.786824
-0.998561,2,1443.331093
-0.995715,4,1444.423447
-0.997418,4,1445.477515
-0.992924,6,1447.11649
-0.998972,4,1448.156507
-1.0,1,1448.43331
-0.996187,4,1449.546963
-0.998713,4,1450.632183
-0.993434,6,1452.215079
-0.992862,7,1454.084985
-0.997871,3,1454.912705
-0.994807,7,1456.777769
-0.998434,4,1457.842475
-1.0,1,1458.131044
-0.990714,7,1460.001878
-0.986127,15,1464.03038
-0.995617,5,1465.36961
-0.993936,8,1467.512283
-0.997527,4,1468.593039
-0.995402,5,1469.935655
-0.998092,3,1470.768193
-0.997314,3,1471.579038
-0.999006,4,1472.68866
-0.999036,2,1473.23807
-0.994107,5,1474.588211
-0.998755,4,1475.644683
-0.995641,4,1476.748745
-0.998559,2,1477.28556
-0.993424,7,1479.153394
-0.992157,13,1482.62672
-1.0,1,1482.902553
-0.996691,4,1483.994097
-0.991847,7,1485.897074
-0.99227,7,1487.771108
-1.0,1,1488.055952
-0.991544,7,1489.965898
-0.988465,9,1492.375841
-0.990446,8,1494.518156
-0.992423,8,1496.726569
-0.997489,4,1497.817113
-0.995075,6,1499.403317
-0.993151,6,1501.010676
-0.996594,5,1502.369228
-0.984616,12,1505.577795
-0.992517,6,1507.189418
-0.999,2,1507.718612
-0.996581,5,1509.063587
-0.998326,4,1510.140795
-0.998543,2,1510.716491
-0.992402,6,1512.323014
-0.998513,2,1512.88009
-0.996129,5,1514.239591
-0.994684,6,1515.846006
-0.99312,6,1517.449743
-0.989494,9,1519.866027
-0.998515,2,1520.423247
-0.998719,4,1521.500212
-0.992802,6,1523.110478
-0.998119,4,1524.207659
-0.988691,9,1526.612621
-0.992709,6,1528.215825
-0.986987,11,1531.157069
-1.0,1,1531.451885
-1.0,1,1531.73017
-0.998592,2,1532.276594
-0.985474,11,1535.196845
-0.997587,3,1536.016379
-0.998998,4,1537.062573
-0.998608,2,1537.621938
-0.997347,4,1538.686408
-0.999,2,1539.217725
-0.995333,6,1540.818153
-0.997641,4,1541.92342
-0.997187,3,1542.770981
-0.992368,7,1544.602851
-0.997354,3,1545.424808
-0.993791,7,1547.268743
-0.995121,5,1548.60437
-0.988834,10,1551.280985
-0.99344,6,1552.884061
-1.0,1,1553.152955
-0.999005,4,1554.257776
-0.998394,3,1555.055535
-0.994461,7,1556.922603
-0.998223,4,1557.98647
-0.995925,4,1559.045374
-0.998462,2,1559.590329
-0.995983,5,1560.927295
-0.989689,9,1563.359524
-0.994752,5,1564.68395
-0.995392,5,1566.032081
-0.990918,8,1568.194796
-1.0,1,1568.48383
-0.998982,2,1569.010793
-0.99687,4,1570.094149
-0.983059,14,1573.837624
-0.998435,2,1574.367919
-0.992198,6,1575.979452
-0.997583,6,1577.597528
-0.997674,5,1578.949538
-0.98817,10,1581.607059
-0.998959,3,1582.394755
-0.988855,11,1585.313751
-0.99856,4,1586.375872
-0.989648,8,1588.56619
-0.985781,13,1592.054615
-0.998078,3,1592.883053
-0.998418,4,1593.939471
-0.994426,5,1595.252351
-0.996853,4,1596.339997
-0.99884,4,1597.420801
-0.996971,3,1598.229318
-0.993684,6,1599.798817
-1.0,1,1600.084672
-0.992289,6,1601.696963
-0.988265,11,1604.65516
-1.0,1,1604.920366
-0.989126,10,1607.600886
-0.994924,5,1608.949388
-0.988075,11,1611.858489
-1.0,1,1612.138944
-0.997551,4,1613.215976
-0.995348,4,1614.325836
-0.994932,6,1615.917801
-0.99901,3,1616.742691
-1.0,1,1617.025962
-0.997064,4,1618.097241
-0.994428,5,1619.417189
-0.998451,2,1619.950997
-0.996343,6,1621.546274
-0.990574,8,1623.700348
-0.992126,7,1625.576841
-0.998998,2,1626.138152
-0.981881,14,1629.86185
-0.994001,5,1631.214595
-0.995603,5,1632.572215
-1.0,1,1632.850869
-0.992224,7,1635.08217
-0.998463,2,1635.613424
-0.997325,3,1636.454158
-1.0,1,1636.739418
-0.993511,6,1638.326587
-0.994183,5,1639.677321
-0.999044,4,1640.787938
-0.9985,2,1641.322903
-0.985976,12,1644.538897
-0.996741,3,1645.347753
-0.995309,4,1646.417446
-0.995026,6,1648.032137
-0.996438,4,1649.107068
-0.999015,2,1649.639303
-0.99652,4,1650.724948
-0.988874,9,1653.14535
-0.98913,9,1655.554371
-0.995848,4,1656.66378
-0.986213,13,1660.106581
-0.985576,12,1663.347408
-0.991754,8,1665.493123
-0.995651,5,1666.825024
-0.994468,6,1668.440859
-1.0,1,1668.712271
-0.996562,5,1670.095234
-0.998943,2,1670.607648
-0.994961,5,1671.945931
-0.998692,2,1672.502604
-0.996039,5,1673.837656
-0.998491,2,1674.371181
-0.997563,4,1675.452319
-1.0,1,1675.736255
-0.991277,8,1677.868011
-0.993931,7,1679.750722
-0.997992,4,1680.836573
-0.998619,2,1681.368743
-0.999032,2,1681.9145
-0.989081,9,1684.342932
-0.997731,3,1685.161971
-0.998224,3,1685.980162
-0.996375,5,1687.298422
-0.998206,3,1688.112501
-1.0,1,1688.386789
-0.998645,2,1688.94116
-0.995143,5,1690.28382
-0.987682,11,1693.288209
-0.990935,8,1695.446662
-1.0,1,1695.719192
-0.993908,6,1697.363485
-0.985306,11,1700.259803
-0.986852,12,1703.51885
-0.989977,8,1705.718859
-0.998435,2,1706.264468
-0.988226,9,1708.678436
-0.997365,3,1709.490412
-0.996754,5,1710.855597
-0.998029,4,1711.935513
-1.0,1,1712.217904
-0.987811,10,1714.908029
-0.994805,5,1716.268445
-0.993766,6,1717.903803
-0.988798,10,1720.565986
-0.994509,5,1721.904699
-0.994412,5,1723.256463
-0.995782,4,1724.317598
-0.996765,4,1725.361753
-0.998828,3,1726.1588
-0.993884,6,1727.794459
-0.994759,6,1729.398554
-0.997264,3,1730.186364
-0.99802,3,1730.998818
-0.998577,3,1731.800352
-0.982652,16,1736.136381
-1.0,1,1736.417627
-0.991147,8,1738.535594
-0.998154,3,1739.355212
-0.998232,4,1740.435572
-0.989542,9,1742.811652
-0.988958,9,1745.216767
-0.998824,4,1746.293633
-0.994122,5,1747.655962
-0.994079,6,1749.278318
-0.994605,6,1750.896199
-0.99366,7,1752.761515
-0.988617,10,1755.436747
-0.993112,7,1757.323202
-0.991556,8,1759.487519
-1.0,1,1759.765277
-0.990075,9,1762.18364
-0.993746,6,1763.804886
-0.998034,4,1764.881088
-0.994712,5,1766.216449
-0.990157,10,1768.934743
-0.987838,10,1771.606661
-0.993964,7,1773.511474
-0.996124,6,1775.135603
-0.997824,3,1775.923159
-0.990794,8,1778.049638
-0.997881,3,1778.847224
-0.998614,2,1779.38091
-0.99756,4,1780.479944
-0.991106,7,1782.335077
-1.0,1,1782.602728
-1.0,1,1782.873606
-0.993011,6,1784.479837
-1.0,1,1784.748015
-1.0,1,1785.015535
-0.998702,4,1786.10537
-1.0,1,1786.389068
-0.987442,11,1789.443624
-0.996127,5,1790.794011
-0.995225,5,1792.149857
-0.988573,9,1794.566386
-1.0,1,1794.847924
-0.998287,3,1795.637327
-0.98219,14,1799.472115
-0.99139,8,1801.627521
-0.989825,9,1804.042416
-0.998062,3,1804.858501
-0.992731,7,1806.746916
-0.99842,3,1807.552995
-0.999004,2,1808.097393
-0.995895,4,1809.190924
-0.994899,5,1810.534759
-0.995923,4,1811.619814
-1.0,1,1811.908154
-0.992079,7,1813.809305
-0.999024,2,1814.354158
-0.998685,2,1814.895719
-0.992545,6,1816.528246
-0.98492,14,1820.287529
-0.997886,4,1821.388535
-0.992622,6,1822.997203
-0.98893,10,1825.71067
-0.986152,12,1828.909642
-0.997058,4,1830.002383
-0.994534,5,1831.356712
-0.998824,2,1831.880487
-0.994222,6,1833.499787
-0.996877,4,1834.574781
-0.995707,4,1835.616431
-0.988132,12,1838.860071
-1.0,1,1839.136075
-0.989359,8,1841.301709
-0.992891,7,1843.157722
-0.994622,5,1844.499292
-0.997555,5,1845.849761
-0.992676,8,1848.000438
-0.990693,8,1850.165092
-0.992629,7,1852.059098
-0.997664,3,1852.86087
-0.997336,3,1853.675304
-0.991731,10,1856.334757
-1.0,1,1856.608124
-0.999047,2,1857.163899
-0.997105,3,1857.992177
-0.997335,3,1858.826455
-0.999047,3,1859.650923
-1.0,1,1859.91967
-0.994717,5,1861.243201
-0.997071,4,1862.317066
-1.0,1,1862.614358
-0.998521,2,1863.158673
-0.994443,6,1864.787155
-0.985615,12,1867.999448
-0.998873,2,1868.562404
-0.993337,6,1870.167592
-0.995914,6,1871.812778
-0.993766,7,1873.712921
-0.990133,10,1876.38973
-0.994846,7,1878.25262
-0.992474,6,1879.906781
-0.997395,4,1880.96601
-0.994007,6,1882.580123
-0.995216,6,1884.201127
-1.0,1,1884.476067
-1.0,1,1884.743663
-0.999025,2,1885.283616
-0.993346,7,1887.165101
-1.0,1,1887.42747
-0.994978,5,1888.758533
-0.99576,5,1890.118014
-0.99259,7,1892.018766
-0.98008,20,1897.390024
-0.990759,10,1900.076917
-0.988609,10,1902.795307
-0.996632,4,1903.88267
-0.994452,6,1905.462008
-0.997635,3,1906.266736
-0.987095,12,1909.503861
-0.997102,3,1910.337291
-0.993234,8,1912.51469
-0.994577,5,1913.876259
-0.996227,4,1914.938108
-0.99699,6,1916.54236
-0.997289,4,1917.629084
-0.997445,3,1918.436343
-0.992499,7,1920.317675
-0.997412,3,1921.129234
-0.998512,2,1921.664527
-1.0,1,1921.934795
-0.992449,7,1923.833736
-0.991035,8,1925.9858
-0.998858,2,1926.525269
-1.0,1,1926.813199
-0.999027,4,1927.883423
-0.999019,2,1928.409266
-0.985189,12,1931.618223
-0.987358,9,1934.013489
-1.0,1,1934.289914
-0.994354,5,1935.62281
-0.993209,6,1937.233606
-0.986967,12,1940.477115
-0.997011,3,1941.295066
-0.994206,6,1942.89217
-0.999008,3,1943.694788
-0.995517,7,1945.559553
-0.997158,3,1946.381095
-0.980507,17,1950.918687
-0.998713,2,1951.473171
-0.991305,9,1953.854323
-1.0,1,1954.14122
-0.999014,2,1954.676709
-0.995793,6,1956.286923
-0.986376,11,1959.240649
-0.996045,4,1960.325189
-0.991688,9,1962.720624
-0.997827,3,1963.538187
-1.0,1,1963.809636
-0.997923,3,1964.64227
-0.99452,5,1966.007192
-0.990373,9,1968.399877
-0.984909,12,1971.609645
-0.996507,4,1972.683546
-0.991228,7,1974.583756
-0.988565,10,1977.266184
-0.988962,10,1979.926833
-0.98874,9,1982.3318
-0.991862,7,1984.221126
-0.997612,3,1985.028126
-0.994497,7,1986.919972
-0.998462,4,1987.989006
-0.997458,3,1988.843066
-1.0,1,1989.121673
-0.993462,6,1990.728862
-0.997805,3,1991.526144
-0.998377,2,1992.094281
-0.997078,3,1992.892106
-0.993433,6,1994.507237
-0.998787,2,1995.038767
-0.996353,5,1996.366599
-0.997329,3,1997.184211
-0.994989,8,1999.344696
-0.997111,3,2000.163295
-0.994738,5,2001.530925
-0.991528,8,2003.6872
-1.0,1,2003.970737
-0.991253,7,2005.852049
-0.99841,2,2006.405801
-0.988282,11,2009.334122
-0.997247,3,2010.164779
-1.0,1,2010.442415
-0.990243,8,2012.607177
-0.998988,3,2013.44033
-0.992165,7,2015.377916
-0.995965,4,2016.438652
-0.995355,5,2017.787388
-0.995675,5,2019.170054
-0.998419,2,2019.711259
-1.0,1,2019.991762
-0.991283,8,2022.170963
-0.997849,3,2022.999735
-1.0,1,2023.282284
-0.997191,3,2024.083753
-1.0,1,2024.353341
-0.99713,5,2025.716212
-0.99297,7,2027.602603
-0.98621,14,2031.414282
-0.991413,9,2033.847046
-0.997476,3,2034.67074
-1.0,1,2034.956342
-0.99697,3,2035.77015
-0.998586,2,2036.342089
-0.990579,9,2038.729193
-0.999012,3,2039.546565
-0.995944,4,2040.625793
-0.990533,8,2042.752947
-0.985364,12,2045.955026
-1.0,1,2046.228256
-0.994668,5,2047.551862
-0.99871,3,2048.364706
-0.998379,2,2048.923335
-0.998654,2,2049.48831
-0.997537,3,2050.294759
-0.995968,5,2051.632423
-0.997835,4,2052.716803
-0.996843,4,2053.816595
-0.993515,6,2055.444148
-1.0,1,2055.711557
-0.997911,4,2056.792199
-0.998921,3,2057.606887
-0.995843,4,2058.687702
-0.997154,3,2059.513704
-0.980426,18,2064.38992
-1.0,1,2064.65796
-1.0,1,2064.947012
-0.998998,2,2065.503169
-0.998853,2,2066.043146
-0.994719,5,2067.402857
-0.992384,8,2069.525122
-0.992709,7,2071.42628
-0.99405,6,2073.051396
-0.997546,3,2073.864971
-0.99725,3,2074.68314
-0.997684,5,2076.080742
-1.0,1,2076.365307
-0.998875,2,2076.891968
-0.993999,7,2078.773751
-0.996431,5,2080.129807
-0.997346,3,2080.947666
-1.0,1,2081.243239
-0.999005,2,2081.783894
-0.999014,3,2082.593154
-0.990563,7,2084.468395
-0.988604,12,2087.679292
-0.99903,3,2088.473318
-0.990176,8,2090.632956
-0.996668,5,2091.991562
-0.993809,7,2093.871135
-0.996414,4,2094.928323
-0.997088,3,2095.742693
-1.0,1,2096.022626
-0.997768,3,2096.845297
-0.994083,6,2098.442732
-0.998467,2,2098.98846
-0.991683,10,2101.684361
-0.996363,4,2102.760855
-0.998091,4,2103.849474
-0.991283,7,2105.719707
-0.995781,4,2106.837018
-0.996842,6,2108.45998
-0.990138,8,2110.605761
-0.992769,7,2112.499047
-0.994158,6,2114.104593
-0.984316,13,2117.611414
-0.992326,8,2119.753598
-0.998993,2,2120.299648
-0.997909,3,2121.104286
-0.998833,3,2121.924108
-0.994866,5,2123.287439
-0.996633,4,2124.392035
-0.990303,8,2126.545288
-0.993286,9,2129.004549
-0.996057,4,2130.113998
-0.998539,2,2130.650968
-0.997375,3,2131.544874
-0.998019,5,2132.875774
-0.997673,3,2133.667079
-0.999037,2,2134.24347
-0.988058,12,2137.465631
-1.0,1,2137.747412
-0.991178,9,2140.184005
-0.995964,4,2141.242051
-0.992898,6,2142.908569
-0.993902,6,2144.560458
-0.984974,11,2147.598378
-0.9939,5,2149.075047
-0.996082,5,2150.447866
-0.997424,4,2151.555633
-0.997683,4,2152.664343
-0.995531,4,2153.996962
-0.997927,4,2155.201376
-0.994079,7,2157.243369
-0.98982,9,2159.824166
-1.0,1,2160.134403
-0.990822,9,2162.882895
-0.998274,4,2164.086223
-0.999047,4,2165.341247
-0.996118,5,2167.356045
-0.998122,3,2168.821948
-0.993741,5,2171.23676
-0.992892,6,2173.988178
-0.997814,3,2175.307151
-1.0,1,2175.745458
-0.997492,3,2177.08411
-1.0,1,2177.504683
-0.997006,3,2178.836408
-0.997739,4,2180.482984
-0.99761,3,2181.798657
-0.995244,5,2184.093123
-0.983498,14,2190.57097
-0.988479,11,2196.346623
-0.989681,8,2201.276979
-0.991373,7,2205.323902
-1.0,1,2205.844851
-0.995693,5,2208.081152
-0.993698,5,2210.492161
-0.99466,5,2212.756597
-0.99145,7,2215.693158
-0.993503,6,2218.470256
-1.0,1,2218.937838
-0.998998,4,2220.939626
-0.996743,4,2222.932006
-0.999041,2,2223.770202
-0.983401,13,2229.53886
-0.998059,4,2231.417591
-0.997107,5,2233.420986
-0.994695,6,2236.614032
-0.99606,5,2238.987646
-1.0,1,2239.418742
-0.992158,8,2242.985646
-0.99371,6,2245.633592
-0.998963,4,2247.302219
-0.996089,4,2248.524587
-0.989078,10,2251.255108
-1.0,1,2251.531807
-0.989522,9,2253.931208
-0.994538,6,2255.481189
-0.982814,14,2259.208493
-1.0,1,2259.467211
-0.989745,10,2265.610507
-0.997849,4,2266.690515
-0.996578,4,2267.75208
-0.997245,3,2268.55903
-0.994194,5,2269.871161
-1.0,1,2270.14371
-0.99453,7,2271.987105
-0.995419,6,2273.581299
-0.992815,8,2275.733276
-0.998796,2,2276.30362
-0.997382,3,2277.084676
-0.981977,14,2280.794101
-0.99176,7,2282.627303
-0.980156,17,2287.139747
-0.987992,10,2289.808949
-0.998879,4,2290.885859
-0.983529,14,2294.656294
-0.994881,5,2295.989721
-0.994899,6,2297.59973
-0.99577,4,2298.659597
-0.997515,3,2299.441278
-0.998562,2,2299.9923
-0.985105,12,2303.178798
-0.997304,5,2304.498566
-0.996917,4,2305.57505
-0.992128,6,2307.17183
-0.998388,3,2307.956128
-0.987644,11,2310.901571
-0.99732,4,2311.962833
-0.98638,10,2314.613051
-0.996399,4,2315.669095
-0.997899,3,2316.466816
-0.975049,21,2322.065347
-1.0,1,2322.332532
-0.99894,4,2323.417912
-0.998114,4,2324.485922
-0.978038,16,2328.786812
-0.993015,6,2330.387503
-0.994459,5,2331.721739
-0.997523,4,2332.793614
-0.990109,8,2334.949346
-1.0,1,2335.217274
-0.996709,5,2336.548609
-0.989788,11,2339.486633
-0.993092,7,2341.355244
-0.977153,18,2346.186165
-1.0,1,2346.474547
-0.997383,3,2347.270072
-0.998553,2,2347.825169
-1.0,1,2348.100726
-0.999043,2,2348.638283
-0.998465,3,2349.456711
-0.993568,6,2351.052721
-0.993913,6,2352.643675
-1.0,1,2352.915738
-0.996059,5,2354.254095
-0.993083,7,2356.141197
-0.9898,8,2358.274822
-0.992417,8,2360.385437
-0.986316,13,2363.831562
-0.991474,9,2366.232982
-0.998629,2,2366.769866
-0.977683,18,2371.568028
-0.990229,8,2373.70859
-0.994452,6,2375.325253
-0.998499,2,2375.858413
-0.998711,2,2376.424883
-0.996611,4,2377.513696
-0.991934,7,2379.378239
-0.996445,5,2380.705439
-1.0,1,2380.993908
-0.990149,9,2383.417823
-0.988804,10,2386.107631
-0.99799,4,2387.155198
-0.99431,6,2388.765721
-0.990746,10,2391.432176
-0.998452,2,2391.97486
-0.997098,3,2392.823488
-0.993168,6,2394.45348
-0.993328,6,2396.057604
-0.994471,5,2397.39999
-0.992441,7,2399.263782
-0.991637,7,2401.171232
-0.989411,11,2404.061603
-0.99874,2,2404.606879
-0.981317,16,2408.897127
-0.987254,11,2411.841412
-0.967928,27,2419.049504
-0.997614,3,2419.859309
-1.0,1,2420.150497
-0.99863,2,2420.699065
-1.0,1,2420.988024
-0.996271,4,2422.077521
-0.985406,13,2425.544906
-0.997124,5,2426.882291
-0.987946,10,2429.581801
-0.993915,6,2431.193411
-0.993663,6,2432.793993
-0.998191,4,2433.867021
-0.997982,4,2434.946158
-1.0,1,2435.216937
-0.997331,5,2436.545752
-0.990782,7,2438.410734
-0.989702,9,2440.814646
-0.993897,6,2442.414398
-0.985219,13,2445.871522
-1.0,1,2446.160215
-0.995831,6,2447.747061
-0.998661,3,2448.570034
-0.992588,7,2450.445912
-0.993555,6,2452.046197
-0.99337,6,2453.64971
-0.991495,7,2455.517968
-0.999015,4,2456.612485
-0.985983,11,2459.568962
-0.998232,4,2460.627282
-0.995629,5,2461.979186
-1.0,1,2462.253367
-0.998077,4,2463.3426
-0.998405,2,2463.869181
-0.995325,4,2464.950957
-0.998588,2,2465.476137
-0.997476,4,2466.573198
-0.998001,4,2467.641335
-0.997364,4,2468.72239
-0.99078,9,2471.124155
-0.996207,4,2472.216277
-0.986389,11,2475.139521
-0.984937,13,2478.572072
-1.0,1,2478.85195
-0.995809,4,2479.918103
-0.995901,5,2481.248896
-0.995591,6,2482.856053
-0.99571,4,2483.944628
-0.994257,6,2485.562089
-0.993028,7,2487.446237
-0.993256,7,2489.303667
-0.990305,9,2491.751144
-0.999047,2,2492.287311
-1.0,1,2492.600371
-0.988915,8,2494.733731
-0.995053,6,2496.349231
-0.991296,7,2498.238585
-0.998757,3,2499.078838
-0.998749,3,2499.871473
-0.994869,5,2501.203488
-0.988899,11,2504.125056
-0.98525,12,2507.369797
-0.999013,3,2508.178905
-0.993951,7,2510.050687
-0.994834,5,2511.403249
-0.991725,7,2513.316524
-0.998504,2,2513.86081
-0.992739,7,2515.762598
-0.99901,2,2516.28629
-0.998455,3,2517.076234
-0.984713,13,2520.570524
-0.998998,4,2521.669068
-0.981092,15,2525.692576
-0.983618,14,2529.431341
-0.991255,7,2531.297097
-0.999035,2,2531.852068
-0.996523,4,2532.944727
-0.988855,9,2535.345858
-0.990109,8,2537.468956
-0.97699,17,2542.048411
-0.998445,2,2542.602931
-0.990566,8,2544.731673
-0.999019,2,2545.279706
-1.0,1,2545.546933
-0.986445,12,2548.792806
-0.987476,11,2551.73399
-0.990715,8,2553.869647
-0.993712,6,2555.45449
-0.987186,10,2558.162752
-0.988169,10,2560.909994
-0.99754,3,2561.700484
-0.996542,4,2562.759847
-0.98482,12,2566.019601
-0.996009,4,2567.111992
-0.998021,3,2567.927438
-0.997289,4,2569.014446
-0.980537,17,2573.56867
-1.0,1,2573.858388
-0.991875,7,2575.752419
-0.995478,4,2576.846156
-0.981421,16,2581.1685
-0.9944,5,2582.517511
-0.98709,12,2585.704539
-0.991775,7,2587.581131
-0.990291,7,2589.451076
-0.995329,4,2590.533522
-0.997603,3,2591.34913
-0.9964,4,2592.478418
-0.989447,10,2595.187619
-0.995057,5,2596.513765
-0.994766,5,2597.866151
-0.995469,4,2598.952906
-0.998509,2,2599.495897
-0.997763,3,2600.299947
-0.996649,4,2601.355916
-0.997587,4,2602.434962
-0.986193,11,2605.408071
-0.994039,6,2607.037458
-0.99903,3,2607.886036
-0.993091,6,2609.462169
-0.992524,6,2611.073355
-0.994292,5,2612.43954
-1.0,1,2612.708317
-0.995716,4,2613.833699
-0.9962,5,2615.202352
-0.997153,3,2616.009201
-0.990767,8,2618.160092
-0.98839,11,2621.201953
-0.994407,6,2622.807425
-0.980932,15,2626.816654
-0.996674,4,2627.904154
-0.990976,8,2630.057809
-0.993312,7,2631.933464
-0.993348,6,2633.584134
-0.986406,13,2637.090602
-0.99806,3,2637.886791
-0.983999,15,2641.950853
-0.992947,6,2643.573323
-0.997534,3,2644.393175
-0.99237,7,2646.266256
-0.992607,7,2648.120795
-0.996836,4,2649.205987
-0.994528,6,2650.816781
-0.98716,11,2653.7836
-0.9981,4,2654.862527
-0.999043,4,2655.913288
-0.990351,7,2657.807482
-0.995426,5,2659.156404
-1.0,1,2659.433866
-0.995246,5,2660.767851
-0.994074,7,2662.647596
-0.992274,7,2664.515607
-0.992556,7,2666.399666
-1.0,1,2666.664848
-0.996934,4,2667.731922
-0.986515,11,2670.699107
-0.99722,3,2671.502185
-0.997114,3,2672.322623
-0.994613,6,2673.953375
-0.998434,3,2674.766069
-1.0,1,2675.042403
-0.991197,10,2677.718305
-0.98744,10,2680.401907
-0.995209,5,2681.761931
-0.983191,14,2685.485002
-0.994704,5,2686.820412
-0.997754,4,2687.904835
-0.991228,9,2690.323205
-0.992248,8,2692.456704
-0.983564,12,2695.669965
-0.997489,3,2696.474282
-0.996928,4,2697.553662
-0.991547,7,2699.450715
-0.997357,3,2700.253301
-0.997186,3,2701.050615
-0.980191,16,2705.425388
-0.996517,5,2706.78539
-0.989045,10,2709.498478
-0.991628,8,2711.648494
-0.977374,17,2716.233352
-0.997108,3,2717.035178
-0.995424,4,2718.126512
-0.993286,8,2720.307956
-0.995789,4,2721.397474
-0.999018,3,2722.207366
-0.993618,7,2724.098562
-0.995921,4,2725.183838
-0.982024,16,2729.488408
-0.997219,4,2730.555075
-0.999019,3,2731.365448
-0.978766,18,2736.192913
-0.989021,9,2738.591402
-0.998423,2,2739.159701
-0.983669,13,2742.660326
-0.998986,2,2743.251586
-0.995416,5,2744.598662
-0.989089,9,2747.004671
-1.0,1,2747.272701
-0.990135,9,2749.69635
-0.993925,6,2755.573642
-0.998998,3,2756.422112
-0.99509,5,2757.802139
-0.999047,3,2758.635667
-0.977863,17,2763.257045
-0.992682,6,2764.865541
-0.990809,7,2766.749426
-0.996329,4,2767.838353
-0.984941,12,2771.081488
-0.985369,14,2774.857342
-0.989918,10,2777.520383
-0.994693,6,2779.15623
-0.995159,5,2780.489609
-0.983747,12,2783.693795
-0.993396,6,2785.319477
-0.997566,3,2786.136326
-0.986374,11,2789.095384
-0.974627,20,2794.486614
-0.99612,5,2795.817071
-0.998657,2,2796.363024
-0.989643,12,2799.586798
-0.994746,5,2800.920362
-0.996638,4,2801.991188
-1.0,1,2802.263712
-0.994088,6,2803.906461
-0.9966,5,2805.29217
-0.994637,5,2806.61081
-0.997351,4,2807.705722
-0.998327,3,2808.50854
-0.995769,4,2809.616181
-0.99121,8,2811.78851
-0.995063,5,2813.159694
-0.996926,3,2813.967834
-0.996033,4,2815.030533
-0.989574,9,2817.453137
-0.996451,4,2818.543551
-0.980041,17,2823.091619
-0.993307,6,2824.70169
-0.994693,6,2826.302314
-0.996851,4,2827.376601
-0.992245,6,2828.954641
-0.992656,6,2830.556248
-0.991076,9,2832.983418
-0.997479,3,2833.909748
-0.996498,4,2835.243484
-0.993776,6,2836.873963
-0.995991,5,2838.224419
-0.994082,6,2839.847607
-0.99374,7,2841.760337
-0.989136,9,2844.193587
-0.989931,9,2846.598144
-0.991378,7,2848.493786
-0.997527,3,2849.305956
-0.994204,8,2851.474173
-0.998527,2,2852.021906
-1.0,1,2852.313786
-0.999047,2,2852.869045
