#{"t_start": 1774356949.3669596, "env_id": "None"}
r,l,t
-0.997438,3,564.001112
-0.993294,6,565.591375
-0.999032,2,566.147012
-0.995024,5,567.460822
-0.990864,8,569.561854
-0.999043,2,570.117921
-0.999014,3,570.940568
-1.0,1,571.23144
-1.0,1,571.505362
-0.993841,8,573.669525
-0.997741,4,574.773408
-0.996192,4,575.853093
-1.0,1,576.12026
-0.994419,6,577.744824
-0.998506,2,578.276155
-0.990709,8,580.412091
-0.998836,2,580.966626
-0.998046,3,581.761331
-0.997311,4,582.830582
-0.990744,10,585.529882
-0.998671,2,586.079449
-0.994702,5,587.402317
-0.997712,3,588.233074
-0.997774,3,589.046812
-1.0,1,589.323941
-0.998585,2,589.858768
-1.0,1,590.125628
-0.992146,6,591.798735
-0.998483,2,592.337659
-0.997657,3,593.16572
-0.992403,7,595.089647
-1.0,1,595.361582
-0.99523,5,596.713918
-0.999047,5,598.052504
-0.991256,7,599.958956
-0.98524,12,603.208027
-0.993328,6,604.819769
-1.0,1,605.09694
-0.997041,5,606.475468
-0.99554,6,608.08602
-0.999027,4,609.169155
-0.999047,3,609.978022
-0.995806,4,611.055096
-1.0,1,611.332721
-0.989326,9,613.708735
-0.995002,6,615.30261
-0.999011,6,616.914717
-0.993025,8,619.022204
-0.988509,10,621.714487
-0.998949,3,622.540672
-0.999009,2,623.089636
-0.998307,4,624.150944
-0.98776,9,626.575722
-0.992285,7,628.453294
-0.998654,2,628.978755
-0.998484,2,629.527906
-0.999047,2,630.087126
-0.983375,13,633.569109
-0.998454,3,634.364026
-0.999033,2,634.897418
-1.0,1,635.178559
-0.993054,6,636.807973
-1.0,1,637.083241
-0.998852,3,637.913696
-0.99484,5,639.257874
-0.993818,7,641.15433
-0.998418,3,641.953741
-0.998539,2,642.521152
-0.980195,17,647.047398
-0.993906,6,648.663533
-0.994477,5,650.022593
-0.99766,4,651.134793
-1.0,1,651.402511
-0.998926,3,652.220596
-0.997233,3,653.038543
-0.991228,8,655.169914
-1.0,1,655.444216
-1.0,1,655.710317
-1.0,1,655.983314
-0.998657,4,657.053303
-0.996985,3,657.872663
-0.997417,3,658.703614
-0.997205,3,659.541975
-0.995843,4,660.607697
-0.998518,2,661.145894
-0.993513,6,662.736058
-0.99892,2,663.265911
-0.997199,3,664.10569
-0.990263,8,666.222018
-0.998813,2,666.757167
-0.988845,10,669.458609
-0.996749,3,670.254095
-0.99893,4,671.338523
-0.991036,8,673.448916
-0.990255,8,675.60285
-0.989248,10,678.26334
-0.990711,9,680.682281
-0.997079,3,681.49289
-0.999006,2,682.024305
-0.99681,3,682.850652
-0.998876,3,683.649106
-0.995067,5,684.988197
-0.987396,10,687.760954
-0.998998,2,688.279776
-0.996121,4,689.388618
-1.0,1,689.672738
-0.994817,6,691.288074
-0.99597,5,692.605677
-0.991062,7,694.500767
-0.996323,4,695.590942
-0.99454,5,696.897205
-0.992626,7,698.782705
-0.998471,2,699.323727
-0.996534,4,700.410651
-0.995704,5,701.772074
-0.996261,5,703.107121
-0.995996,5,704.453297
-1.0,1,704.740108
-0.994982,5,706.072964
-0.995233,5,707.439479
-0.998579,3,708.281276
-0.999043,2,708.845203
-0.997023,4,709.922539
-1.0,1,710.221145
-0.998169,3,711.038452
-1.0,1,711.348291
-0.999018,3,712.140921
-0.997027,4,713.236724
-0.999022,2,713.798353
-1.0,1,714.073573
-0.997296,3,714.882413
-1.0,1,715.153343
-0.995543,5,716.531896
-0.998973,2,717.065759
-1.0,1,717.340596
-0.990361,8,719.498439
-0.997765,4,720.587731
-0.993252,6,722.15763
-0.995942,5,723.515973
-1.0,1,723.792657
-0.995244,5,725.137132
-0.996255,4,726.238753
-0.986967,10,728.917045
-0.993606,6,730.538852
-0.99883,4,731.622085
-0.997022,4,732.719577
-0.996059,4,733.781545
-0.994881,5,735.14165
-0.999031,2,735.683674
-0.997226,3,736.476643
-0.999019,3,737.310142
-0.991238,8,739.426651
-1.0,1,739.694425
-0.995845,5,741.060122
-0.999047,3,741.86893
-0.996349,4,742.925439
-0.998449,2,743.487013
-0.993942,6,745.100775
-0.997172,3,745.908043
-0.993039,6,747.532177
-0.997233,4,748.596426
-0.987622,10,751.265807
-0.99749,4,752.363679
-1.0,1,752.628273
-0.999028,2,753.192312
-0.991161,7,755.070166
-0.997952,3,755.896279
-0.9985,2,756.459323
-0.998579,2,756.990131
-0.999041,2,757.54032
-0.997427,3,758.345701
-0.995738,4,759.427253
-1.0,1,759.705238
-0.999011,2,760.236218
-1.0,1,760.513024
-0.996092,4,761.60278
-0.995894,4,762.664418
-0.990404,9,765.07035
-1.0,1,765.350912
-0.995872,4,766.418225
-1.0,1,766.68929
-0.993093,7,768.583605
-0.992412,7,770.48255
-0.991847,7,772.389188
-0.995947,4,773.442131
-0.998435,2,773.985714
-0.998871,4,775.070051
-0.99789,3,775.878464
-0.989939,10,778.549484
-0.990784,8,780.719976
-0.998779,2,781.2396
-0.994636,6,782.817987
-0.998148,4,783.922395
-0.999034,2,784.459921
-0.997103,3,785.309857
-0.997886,4,786.380498
-0.995412,5,787.737413
-0.994875,5,789.056086
-0.999025,2,789.588828
-0.994684,5,790.943806
-0.993232,6,792.531463
-0.997098,3,793.365804
-0.993019,6,794.955932
-0.997382,5,796.293188
-0.997627,3,797.110909
-0.998396,3,797.912508
-0.99319,7,799.786554
-0.998863,2,800.325643
-0.999039,2,800.870816
-0.993176,8,803.006371
-0.992053,7,804.876961
-0.992605,7,806.803523
-0.991383,7,808.683244
-0.995884,5,810.021018
-1.0,1,810.296705
-0.995783,4,811.351431
-0.996005,4,812.415719
-0.998574,2,812.976826
-1.0,1,813.253181
-0.999017,4,814.31461
-0.999014,2,814.847858
-0.996816,5,816.194052
-0.99457,5,817.562005
-0.998802,3,818.375873
-0.995137,5,819.713074
-0.995124,5,821.083445
-0.995697,4,822.165504
-0.99605,4,823.255725
-1.0,1,823.528663
-0.994056,7,825.44194
-0.997646,5,826.761826
-0.993538,7,828.613286
-1.0,1,828.895427
-0.999031,2,829.456047
-0.99878,3,830.254034
-0.998899,2,830.797004
-0.995368,6,832.496471
-0.979669,15,837.104379
-0.991691,7,839.216188
-0.991592,7,841.331916
-1.0,1,841.650369
-0.991792,8,843.86145
-0.99631,5,845.252969
-0.994361,5,846.598435
-0.998358,3,847.406627
-0.996924,4,848.475578
-0.997673,4,849.553012
-0.998377,2,850.08502
-0.997976,3,850.884038
-1.0,1,851.154041
-0.998998,3,851.963468
-0.997374,4,853.042147
-0.995388,4,854.1281
-0.996062,4,855.20505
-0.997904,3,856.021724
-0.999008,2,856.55257
-0.997639,4,857.582798
-0.992927,7,859.458628
-0.998895,2,860.002003
-0.998432,2,860.555554
-0.998949,2,861.111436
-0.998555,2,861.654064
-0.99751,3,862.466154
-0.998961,2,863.00731
-0.981001,16,867.316467
-0.994641,5,868.647602
-1.0,1,868.918383
-0.99456,6,870.563222
-0.997686,3,871.351641
-0.998981,2,871.895659
-1.0,1,872.164865
-0.993625,6,873.797511
-0.997711,3,874.608128
-0.997693,3,875.419712
-0.997969,3,876.230297
-1.0,1,876.509562
-0.992681,7,878.388574
-0.998072,7,880.240624
-0.996872,3,881.049139
-0.998389,2,881.604158
-0.98691,12,884.7832
-0.999031,2,885.344218
-0.998375,2,885.875902
-0.99436,5,887.234983
-0.997093,4,888.321373
-0.99678,4,889.395104
-0.996648,4,890.459341
-0.995301,5,891.781866
-1.0,1,892.05607
-0.99541,4,893.114991
-0.996607,4,894.178543
-0.992167,7,896.045224
-0.996834,4,897.106941
-0.998998,2,897.654306
-1.0,1,897.933669
-0.99552,5,899.283935
-0.99794,3,900.093482
-0.998439,2,900.623815
-0.998454,2,901.170979
-0.997129,3,901.971057
-1.0,1,902.258095
-1.0,1,902.528332
-0.999047,2,903.070544
-0.993267,7,904.974105
-0.991853,7,907.087884
-0.997971,4,908.133564
-0.995154,5,909.484942
-0.998933,3,910.269981
-0.999045,2,910.801147
-0.99432,6,912.485327
-0.99847,4,913.58874
-0.998607,4,914.683882
-0.996922,3,915.479041
-0.998115,3,916.331992
-0.99847,2,916.87029
-0.992996,6,918.715689
-1.0,1,919.003
-0.99863,3,919.789722
-0.998854,2,920.355925
-0.998667,2,920.920507
-0.998386,2,921.454261
-0.999046,3,922.279243
-1.0,1,922.570717
-0.994666,5,923.932625
-0.995426,5,925.268009
-0.995987,4,926.355547
-0.994659,7,928.245987
-0.988881,9,930.649583
-1.0,1,930.921795
-1.0,1,931.203691
-0.997829,4,932.296613
-0.998998,2,932.835678
-1.0,1,933.100152
-0.994542,8,935.254013
-1.0,1,935.542723
-0.995586,5,936.869572
-0.996199,4,937.956008
-0.996842,4,939.030997
-0.997473,4,940.110927
-0.995565,4,941.190523
-0.999015,2,941.733283
-0.992938,8,943.893054
-0.994802,5,945.253844
-0.991533,7,947.144018
-1.0,1,947.425005
-0.994223,6,949.017805
-0.993814,6,950.64434
-0.997153,3,951.463677
-0.980387,16,955.756374
-0.995133,5,957.124891
-0.994758,5,958.452917
-0.988195,9,960.8455
-0.997427,4,961.973393
-0.99439,5,963.323166
-0.997831,3,964.148945
-1.0,1,964.431787
-0.992829,7,966.267849
-0.997559,3,967.201486
-0.987314,10,970.022597
-0.989773,9,972.482601
-1.0,1,972.753442
-0.982971,12,975.983607
-0.992218,7,977.836609
-0.999029,2,978.384406
-0.992089,7,980.275755
-0.995453,4,981.373283
-0.997627,3,982.194364
-0.998391,2,982.73708
-0.994955,5,984.112695
-0.997888,3,984.908651
-0.998789,2,985.459785
-0.994761,6,987.068591
-1.0,1,987.375171
-0.994439,5,988.704365
-1.0,1,988.965096
-0.998867,2,989.513357
-0.979519,15,993.526709
-0.991392,7,995.437979
-1.0,1,995.699975
-0.993499,6,997.348863
-0.997155,4,998.436443
-0.997445,3,999.244625
-1.0,1,999.523942
-0.995618,4,1000.622935
-0.991503,7,1002.502334
-0.998998,2,1003.035784
-0.996991,3,1003.862174
-0.997742,3,1004.646624
-0.996531,5,1005.959792
-0.996967,3,1006.746478
-0.995962,4,1007.826574
-0.995725,4,1008.90965
-1.0,1,1009.185619
-0.991376,7,1011.050318
-1.0,1,1011.351845
-0.993329,7,1013.199862
-0.991988,7,1015.09542
-0.980689,15,1019.152737
-0.992009,7,1021.045686
-0.997151,4,1022.122768
-0.992186,7,1024.004908
-0.99782,4,1025.091611
-0.998099,3,1025.924186
-0.998501,2,1026.452318
-0.997511,3,1027.262552
-1.0,1,1027.529446
-0.998104,4,1028.594884
-0.997339,3,1029.411097
-0.99591,4,1030.490018
-0.987775,10,1033.180376
-0.998768,2,1033.762468
-0.991906,7,1035.941887
-1.0,1,1036.232447
-0.988974,9,1038.649275
-0.996948,3,1039.45932
-0.998581,2,1039.9984
-0.993883,7,1041.912693
-0.988727,12,1045.184745
-0.990896,8,1047.327461
-1.0,1,1047.627226
-0.996236,4,1048.675702
-0.994108,6,1050.267004
-1.0,1,1050.536723
-0.997353,4,1051.623144
-0.996522,4,1052.719846
-0.991127,7,1054.622451
-0.997859,3,1055.418738
-0.994025,5,1056.760391
-0.99756,3,1057.563514
-1.0,1,1057.859131
-0.999012,3,1058.675561
-1.0,1,1058.953214
-0.999002,2,1059.493928
-0.997391,3,1060.304282
-0.994913,5,1061.67222
-0.998491,2,1062.1977
-0.991293,9,1064.627828
-0.999023,2,1065.175725
-0.980924,15,1069.218421
-0.998755,3,1070.05179
-0.993659,6,1071.642861
-0.995064,5,1073.002791
-0.998641,3,1073.799524
-0.992322,7,1075.666223
-0.9943,6,1077.290514
-0.99585,5,1078.631994
-0.993678,7,1080.495513
-1.0,1,1080.763243
-0.999003,3,1081.565779
-0.994143,5,1082.928835
-0.994979,5,1084.268793
-0.986968,10,1086.961042
-0.998876,4,1088.047865
-0.993358,6,1089.626159
-0.998747,5,1090.970484
-0.993191,7,1092.859456
-0.992764,6,1094.471029
-1.0,1,1094.77034
-0.998511,3,1095.586436
-0.996775,4,1096.68569
-0.997319,4,1097.780666
-1.0,1,1098.047282
-0.999005,2,1098.601141
-0.998998,2,1099.153765
-0.995613,4,1100.211339
-0.999013,2,1100.750306
-0.990728,8,1102.895433
-0.996253,5,1104.223446
-0.997731,3,1105.051374
-0.998792,3,1105.898009
-0.999034,11,1108.897494
-0.996081,5,1110.246684
-0.999033,2,1110.770107
-0.992168,8,1112.893116
-0.993943,6,1114.473559
-1.0,1,1114.769791
-0.992808,6,1116.331393
-1.0,1,1116.615089
-1.0,1,1116.891228
-0.99756,4,1121.555712
-0.996345,4,1122.644933
-0.996622,4,1123.723971
-0.995503,5,1125.077377
-0.998901,4,1126.189538
-0.992184,7,1128.086647
-0.997125,3,1128.900211
-0.997085,3,1129.711515
-0.997258,4,1130.770008
-0.991777,9,1133.203583
-0.993522,6,1134.791094
-0.992164,6,1136.411829
-0.992129,6,1138.003039
-1.0,1,1138.285716
-1.0,1,1138.566164
-0.997474,3,1139.371105
-0.997293,5,1140.679921
-0.999047,3,1141.508179
-1.0,1,1141.794051
-0.997276,3,1142.596215
-0.992993,7,1144.445415
-0.997067,3,1145.260362
-1.0,1,1145.521884
-0.998521,2,1146.074407
-1.0,1,1146.354488
-0.996275,4,1147.41308
-1.0,1,1147.689549
-0.988668,10,1150.367804
-0.995776,4,1151.426049
-0.993823,7,1153.327115
-0.998439,3,1154.124982
-0.997535,3,1154.948018
-0.995877,5,1156.288555
-0.992711,6,1157.884929
-0.989932,9,1160.288457
-0.999046,2,1160.838598
-0.998504,2,1161.370223
-0.99891,3,1162.190166
-1.0,1,1162.462644
-0.997503,4,1163.50177
-0.991523,8,1165.683167
-0.989024,8,1167.839671
-0.994453,5,1169.184141
-0.99389,5,1170.522034
-0.998537,2,1171.070776
-0.997778,3,1171.906109
-0.999012,2,1172.440538
-0.993122,6,1174.034333
-0.997438,3,1174.839783
-0.995577,5,1176.164803
-0.997638,3,1176.999991
-0.99776,4,1178.088136
-0.996084,4,1179.168725
-0.997432,3,1179.968517
-0.984861,12,1183.164649
-0.993971,6,1184.722254
-0.991257,7,1186.621449
-0.997489,3,1187.434528
-0.992872,7,1189.320806
-0.997116,4,1190.389754
-0.998034,3,1191.192873
-0.994223,5,1192.552454
-0.98755,10,1195.273423
-0.992416,7,1197.183403
-0.998998,3,1197.997789
-1.0,1,1198.265593
-0.990235,10,1200.975886
-0.984412,13,1204.504527
-1.0,1,1204.787949
-0.999028,2,1205.490671
-0.999012,2,1206.10196
-0.998545,2,1206.655915
-0.990669,7,1208.538811
-0.988711,11,1211.542414
-1.0,1,1211.821713
-0.991746,7,1213.720094
-0.998816,3,1214.516318
-0.98955,10,1217.181824
-0.994751,6,1218.801223
-0.995388,6,1220.435112
-0.993753,5,1221.798401
-0.991781,8,1223.938248
-1.0,1,1224.21257
-0.998669,3,1225.03298
-1.0,1,1225.296868
-0.99614,5,1226.682392
-0.997517,3,1227.511961
-0.978071,18,1232.358966
-0.997598,3,1233.143729
-0.99028,9,1235.575717
-0.997396,4,1236.673896
-0.997202,3,1237.469532
-0.999025,2,1237.990783
-0.992047,9,1240.437946
-0.994117,6,1242.02473
-0.997491,5,1243.365147
-0.997537,3,1244.192176
-0.997783,4,1245.279088
-1.0,1,1245.559253
-0.997548,4,1246.62898
-0.996582,4,1247.728005
-0.983313,17,1252.296599
-0.993425,6,1253.883322
-0.999002,4,1254.95724
-0.99246,6,1256.583726
-0.99435,7,1258.480236
-0.996171,5,1259.796896
-0.995102,6,1261.387289
-0.997332,5,1262.709386
-0.985189,11,1265.619341
